age,workclass,education,marital-status,occupation,relationship,race,hours-per-week,native-country,income
28,Private,Bachelors,Never-married,Sales,Not-in-family,White,40,United-States,low
29,Private,HS-grad,Separated,Transport-moving,Unmarried,,30,United-States,low
47,Self-emp-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,40,United-States,low
44,,Bachelors,Married-civ-spouse,Sales,Husband,White,30,United-States,low
26,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,45,United-States,high
36,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,40,United-States,low
38,Private,Some-college,Separated,Other-service,Not-in-family,White,72,United-States,low
63,Self-emp-inc,Some-college,Widowed,Sales,Other-relative,White,60,United-States,high
25,Private,HS-grad,Never-married,Sales,Own-child,White,25,United-States,low
67,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,15,Haiti,low
53,Self-emp-inc,,Married-civ-spouse,Prof-specialty,Husband,White,45,United-States,high
31,Private,11th,Never-married,Adm-clerical,Unmarried,White,48,,low
32,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,48,United-States,low
61,Federal-gov,Some-college,Married-civ-spouse,Craft-repair,Husband,White,40,United-States,low
51,Private,11th,Married-civ-spouse,Handlers-cleaners,Husband,White,40,United-States,low
27,Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,40,United-States,low
59,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Wife,Asian-Pac-Islander,80,United-States,high
44,,Some-college,Married-AF-spouse,Machine-op-inspct,Not-in-family,White,50,United-States,high
19,Private,Some-college,Never-married,Other-service,Own-child,Amer-Indian-Eskimo,10,United-States,low
66,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,,24,United-States,low
52,Private,HS-grad,Widowed,Adm-clerical,Other-relative,Black,40,United-States,low
33,Private,Assoc-acdm,Never-married,Tech-support,Husband,White,40,United-States,low
40,Private,Some-college,Divorced,Craft-repair,Unmarried,White,40,,high
58,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,55,United-States,high
35,Private,1st-4th,Married-civ-spouse,Sales,Husband,Black,50,United-States,low
56,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,40,,high
58,Private,5th-6th,Married-civ-spouse,Exec-managerial,Husband,Other,40,United-States,high
47,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,45,United-States,low
22,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,Black,25,Jamaica,low
37,Private,11th,Married-civ-spouse,Tech-support,,White,35,United-States,high
23,State-gov,Some-college,Never-married,Other-service,Own-child,White,40,United-States,high
47,Federal-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,Black,40,United-States,high
19,Private,Some-college,Never-married,Machine-op-inspct,Other-relative,Black,30,United-States,
46,Private,Assoc-acdm,Never-married,Prof-specialty,Unmarried,White,36,United-States,low
29,Private,Bachelors,Never-married,Handlers-cleaners,Not-in-family,White,40,United-States,high
25,Private,12th,Never-married,Other-service,Not-in-family,,40,United-States,low
46,,Bachelors,Never-married,Prof-specialty,Own-child,White,45,United-States,high
24,,Bachelors,Never-married,,Not-in-family,White,20,United-States,low
41,Private,11th,Divorced,Exec-managerial,Unmarried,White,36,United-States,high
40,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,50,United-States,high
62,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,40,United-States,high
20,Private,Some-college,Never-married,,Own-child,,35,United-States,low
40,Private,HS-grad,Never-married,Tech-support,Not-in-family,White,40,United-States,low
47,?,Bachelors,Never-married,Adm-clerical,Not-in-family,Black,45,United-States,high
28,Private,Some-college,Married-spouse-absent,Adm-clerical,,White,40,United-States,low
17,Private,11th,Never-married,Handlers-cleaners,Own-child,White,12,United-States,low
50,?,HS-grad,Separated,?,Unmarried,Asian-Pac-Islander,40,Philippines,
46,Local-gov,Masters,,Prof-specialty,Wife,White,65,United-States,high
42,Private,7th-8th,Widowed,Priv-house-serv,Unmarried,White,40,United-States,low
37,Private,HS-grad,Married-civ-spouse,Protective-serv,Husband,Black,40,United-States,
56,Self-emp-not-inc,Assoc-voc,Married-spouse-absent,,Not-in-family,White,46,United-States,high
19,Private,HS-grad,Never-married,Other-service,Own-child,White,25,United-States,low
49,Local-gov,Bachelors,Married-civ-spouse,Sales,Husband,White,26,United-States,high
25,Local-gov,Preschool,Married-civ-spouse,Craft-repair,Husband,White,38,United-States,low
45,Private,Assoc-acdm,Divorced,Exec-managerial,Unmarried,White,56,United-States,high
33,Private,Some-college,Never-married,Adm-clerical,Own-child,White,40,,low
46,Private,Masters,Married-civ-spouse,,Husband,White,65,United-States,high
37,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,,40,United-States,low
36,Private,11th,Married-civ-spouse,Craft-repair,,White,40,United-States,low
50,Private,Some-college,Widowed,Exec-managerial,Unmarried,,40,United-States,low
47,Local-gov,Masters,Married-civ-spouse,Other-service,Husband,White,40,United-States,high
45,Private,HS-grad,Widowed,Adm-clerical,Unmarried,White,35,United-States,low
18,Private,11th,Never-married,Other-service,Own-child,White,20,United-States,low
33,Private,Assoc-acdm,Never-married,Craft-repair,Husband,White,45,United-States,low
53,Private,HS-grad,Divorced,Sales,Not-in-family,White,40,United-States,low
32,Self-emp-not-inc,HS-grad,Married-civ-spouse,,Husband,White,60,,high
21,Private,Bachelors,,Machine-op-inspct,Not-in-family,White,30,United-States,low
23,Private,Some-college,Never-married,Prof-specialty,Not-in-family,White,20,United-States,high
30,Private,Some-college,Never-married,Priv-house-serv,Not-in-family,White,40,United-States,high
29,Private,Some-college,Separated,Handlers-cleaners,Other-relative,White,40,United-States,low
23,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,24,United-States,low
43,Private,Masters,,Adm-clerical,Wife,Asian-Pac-Islander,50,South,low
31,Private,Some-college,Divorced,Machine-op-inspct,Not-in-family,White,40,United-States,low
19,?,HS-grad,Never-married,?,Unmarried,Black,40,United-States,low
39,Private,Some-college,Never-married,Prof-specialty,Not-in-family,Black,40,United-States,high
39,Private,Bachelors,Never-married,Tech-support,Not-in-family,White,40,United-States,low
24,Private,Some-college,Never-married,Prof-specialty,Not-in-family,White,40,United-States,low
29,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,40,,low
17,Private,11th,Never-married,Other-service,Other-relative,Black,20,United-States,low
28,Private,HS-grad,Married-AF-spouse,Farming-fishing,Not-in-family,White,55,United-States,low
25,Local-gov,HS-grad,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,40,United-States,low
20,,Some-college,Never-married,?,Own-child,White,15,France,low
38,Private,HS-grad,Separated,Craft-repair,Unmarried,Black,28,Hong,low
41,Private,HS-grad,,Craft-repair,Husband,White,40,,high
18,Private,10th,Never-married,Transport-moving,Own-child,White,40,United-States,
24,Private,,Never-married,Handlers-cleaners,Other-relative,White,40,,low
44,Private,Bachelors,,Machine-op-inspct,Husband,White,40,United-States,high
20,Private,11th,Married-civ-spouse,Handlers-cleaners,Husband,White,40,United-States,low
68,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,24,United-States,low
46,Private,Some-college,Married-civ-spouse,Craft-repair,,Black,40,United-States,high
22,Private,HS-grad,Separated,Other-service,Other-relative,White,35,United-States,low
50,Private,Assoc-voc,Married-civ-spouse,Protective-serv,Husband,White,40,United-States,low
69,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,35,United-States,low
20,Without-pay,Some-college,Never-married,Sales,Own-child,Other,30,Philippines,high
47,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,40,United-States,high
32,Private,HS-grad,Divorced,Handlers-cleaners,Not-in-family,White,40,United-States,low
19,Private,HS-grad,,Craft-repair,Own-child,White,36,United-States,low
49,Federal-gov,Masters,Never-married,Exec-managerial,Not-in-family,White,56,United-States,
70,Self-emp-inc,,Married-civ-spouse,Exec-managerial,Husband,White,30,United-States,low
29,Self-emp-not-inc,HS-grad,Married-civ-spouse,Other-service,Wife,White,30,United-States,low
30,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,40,United-States,low
56,?,9th,Divorced,Craft-repair,Not-in-family,White,40,United-States,high
28,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,40,,high
45,Private,10th,Divorced,Craft-repair,Unmarried,,44,United-States,low
54,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,40,United-States,high
23,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,38,Iran,low
43,State-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,45,United-States,low
44,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,Black,60,United-States,low
18,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,40,United-States,low
45,Local-gov,11th,Married-civ-spouse,Other-service,Wife,White,25,United-States,high
44,Private,Masters,Married-civ-spouse,Sales,Husband,White,44,United-States,high
49,Private,5th-6th,Married-civ-spouse,Other-service,Husband,White,40,Greece,low
42,Private,Bachelors,,Exec-managerial,Not-in-family,White,50,United-States,
45,Private,Some-college,Divorced,Craft-repair,Other-relative,White,40,United-States,low
23,Private,Some-college,Never-married,Adm-clerical,Own-child,Other,25,United-States,low
37,Local-gov,Some-college,Divorced,Adm-clerical,Not-in-family,White,44,United-States,low
43,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,40,United-States,low
24,Private,Bachelors,Never-married,Tech-support,Not-in-family,White,20,United-States,low
29,State-gov,10th,Never-married,Craft-repair,Unmarried,White,40,United-States,low
78,?,HS-grad,Widowed,?,,White,1,United-States,low
73,,HS-grad,Widowed,?,,White,65,United-States,low
32,Private,Some-college,,Sales,Unmarried,Black,40,Honduras,low
32,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,50,United-States,high
74,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,10,,
33,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,50,England,low
23,?,HS-grad,Never-married,Protective-serv,Own-child,White,45,United-States,low
36,Private,Some-college,Divorced,Other-service,Not-in-family,White,40,United-States,low
27,State-gov,HS-grad,Never-married,Craft-repair,Unmarried,Asian-Pac-Islander,50,United-States,high
74,Private,10th,Widowed,Other-service,Not-in-family,Black,6,United-States,low
53,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,40,United-States,low
17,Private,10th,Never-married,Handlers-cleaners,Own-child,White,20,United-States,low
20,Private,Some-college,Never-married,Handlers-cleaners,Not-in-family,White,30,United-States,low
34,Without-pay,Some-college,,Handlers-cleaners,Husband,Other,40,United-States,low
29,Without-pay,HS-grad,Married-spouse-absent,Other-service,Unmarried,Black,40,United-States,low
19,?,Some-college,Never-married,?,Own-child,White,30,United-States,low
29,Without-pay,Masters,Never-married,Transport-moving,Own-child,Black,40,,low
19,?,Some-college,Never-married,?,Own-child,White,45,United-States,low
27,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,80,United-States,low
32,Self-emp-not-inc,HS-grad,Widowed,Exec-managerial,Husband,White,55,United-States,low
49,Private,7th-8th,Married-civ-spouse,Handlers-cleaners,Husband,White,40,United-States,low
36,State-gov,,Married-civ-spouse,Protective-serv,Husband,White,40,Germany,high
31,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,40,United-States,
39,,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,40,Ireland,low
35,Private,Masters,Never-married,Other-service,Own-child,White,44,,high
19,Private,HS-grad,Never-married,Other-service,Not-in-family,,40,United-States,low
80,?,HS-grad,Married-civ-spouse,?,,White,8,,low
45,Private,HS-grad,Widowed,Sales,Unmarried,White,45,United-States,low
24,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,60,United-States,low
54,,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,45,Philippines,high
37,Self-emp-not-inc,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,46,,low
74,Private,Bachelors,Widowed,Other-service,Not-in-family,White,8,United-States,low
61,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,35,United-States,high
52,Private,5th-6th,Divorced,Transport-moving,,White,50,United-States,low
24,Private,HS-grad,Never-married,Adm-clerical,Unmarried,White,60,United-States,low
43,Private,Bachelors,Married-civ-spouse,Prof-specialty,Not-in-family,White,42,United-States,high
31,Private,HS-grad,Divorced,Prof-specialty,Unmarried,White,40,United-States,low
59,?,Some-college,Married-civ-spouse,Exec-managerial,,White,45,United-States,high
56,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,,40,United-States,high
46,State-gov,Bachelors,Married-civ-spouse,Sales,Husband,White,38,United-States,high
47,Private,HS-grad,Married-civ-spouse,Sales,Own-child,White,38,United-States,high
51,Self-emp-inc,Assoc-voc,Never-married,Adm-clerical,Own-child,White,40,United-States,low
37,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,40,United-States,low
61,Private,7th-8th,Married-civ-spouse,Sales,Husband,White,45,United-States,high
20,Private,Some-college,Never-married,Adm-clerical,Own-child,White,40,United-States,low
53,State-gov,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,45,United-States,high
41,?,Some-college,Divorced,?,Not-in-family,White,40,United-States,high
26,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,40,United-States,low
25,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,40,United-States,low
32,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,40,United-States,low
48,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,,40,Hong,low
46,Federal-gov,Prof-school,Separated,Prof-specialty,Unmarried,White,40,Germany,high
18,Private,HS-grad,Never-married,Sales,Own-child,Asian-Pac-Islander,20,United-States,low
42,Private,11th,Married-civ-spouse,Other-service,Wife,White,40,United-States,low
46,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,Black,45,United-States,low
22,?,Some-college,Never-married,?,Unmarried,White,24,United-States,low
58,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,40,United-States,high
21,Private,9th,Never-married,Craft-repair,Own-child,White,30,,low
42,State-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,Amer-Indian-Eskimo,40,United-States,high
25,Private,9th,Married-civ-spouse,Machine-op-inspct,Husband,White,40,United-States,low
46,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,40,Italy,low
37,,Some-college,Never-married,Other-service,Own-child,White,20,United-States,
56,State-gov,Doctorate,Married-civ-spouse,,Not-in-family,Asian-Pac-Islander,40,China,low
36,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,40,United-States,low
20,?,,Never-married,?,Own-child,White,40,United-States,low
28,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Black,60,United-States,low
17,?,11th,Never-married,Sales,Own-child,White,20,United-States,low
39,Private,,Never-married,Adm-clerical,Unmarried,Black,40,United-States,low
30,Local-gov,Some-college,Separated,Handlers-cleaners,Not-in-family,Black,40,,low
56,Private,Some-college,Married-civ-spouse,Sales,Husband,White,40,United-States,high
34,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,50,United-States,high
47,Self-emp-not-inc,12th,,Adm-clerical,Wife,White,35,Iran,low
52,?,Bachelors,,?,Not-in-family,White,8,United-States,low
37,Self-emp-not-inc,,Divorced,Craft-repair,Husband,White,40,Mexico,low
20,Private,10th,Separated,Sales,Not-in-family,Amer-Indian-Eskimo,36,United-States,low
22,Private,HS-grad,Never-married,Prof-specialty,Own-child,Black,40,United-States,low
35,?,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,40,United-States,low
35,Private,Some-college,Divorced,Exec-managerial,Unmarried,White,40,United-States,low
39,Private,Assoc-acdm,,Other-service,Unmarried,Black,40,United-States,low
31,Private,HS-grad,Married-civ-spouse,Craft-repair,Wife,White,45,United-States,high
33,Private,Masters,,Prof-specialty,Unmarried,White,45,United-States,low
47,Federal-gov,Some-college,Married-civ-spouse,Craft-repair,Other-relative,White,40,?,low
22,Private,11th,Never-married,Other-service,Not-in-family,White,40,United-States,low
44,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,50,United-States,high
26,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,Black,40,Cuba,low
71,?,Some-college,Married-civ-spouse,?,Husband,White,20,,low
32,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,84,United-States,high
19,Private,12th,Never-married,Other-service,Own-child,White,24,United-States,low
27,Private,Bachelors,Widowed,Prof-specialty,Not-in-family,White,20,United-States,low
50,Private,,Divorced,Sales,Not-in-family,White,40,United-States,low
31,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,52,United-States,low
29,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,30,United-States,low
21,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,30,United-States,low
25,?,Bachelors,Married-civ-spouse,?,,White,25,,
35,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,47,United-States,high
40,,HS-grad,Never-married,Adm-clerical,Own-child,White,50,United-States,low
38,State-gov,HS-grad,Divorced,Other-service,Unmarried,White,20,United-States,low
18,?,Some-college,Never-married,?,Own-child,White,48,United-States,low
23,Private,Some-college,Married-civ-spouse,Sales,Husband,White,40,United-States,low
30,Self-emp-inc,Some-college,Never-married,Exec-managerial,Not-in-family,White,60,United-States,low
39,Private,Bachelors,Divorced,Sales,Not-in-family,Asian-Pac-Islander,40,China,
30,Private,HS-grad,Married-civ-spouse,,Husband,White,65,United-States,high
51,Local-gov,HS-grad,Married-civ-spouse,,Wife,White,40,United-States,low
35,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,65,United-States,high
52,Private,Bachelors,Married-AF-spouse,Prof-specialty,Husband,White,44,United-States,high
30,Private,,Divorced,Transport-moving,Not-in-family,White,30,United-States,low
72,Private,HS-grad,Widowed,Priv-house-serv,Not-in-family,White,25,United-States,low
59,Private,HS-grad,Divorced,Exec-managerial,,White,40,United-States,low
47,Federal-gov,Some-college,Divorced,Adm-clerical,Unmarried,Black,40,United-States,low
34,Private,Bachelors,Married-civ-spouse,,Husband,Other,40,United-States,high
58,Private,Masters,Married-civ-spouse,Machine-op-inspct,Husband,Black,40,United-States,low
55,Private,9th,Married-civ-spouse,Transport-moving,Wife,White,48,Japan,low
38,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,41,United-States,low
39,Federal-gov,Bachelors,Divorced,Exec-managerial,Unmarried,Black,40,Scotland,low
23,Self-emp-not-inc,Some-college,Divorced,Adm-clerical,Own-child,White,40,United-States,low
29,Local-gov,11th,Divorced,Other-service,Unmarried,Black,20,United-States,low
51,State-gov,HS-grad,Divorced,Craft-repair,Unmarried,White,38,United-States,low
60,Local-gov,HS-grad,Married-civ-spouse,?,Husband,White,40,United-States,low
39,Federal-gov,HS-grad,Never-married,Handlers-cleaners,Unmarried,Black,40,United-States,low
23,Self-emp-inc,Bachelors,Never-married,Farming-fishing,Not-in-family,White,40,United-States,low
57,,Some-college,Widowed,Tech-support,Unmarried,White,38,United-States,high
26,Local-gov,Bachelors,Never-married,Protective-serv,Not-in-family,White,48,United-States,low
26,Private,,Married-civ-spouse,Adm-clerical,Wife,White,40,United-States,high
62,Federal-gov,Some-college,Never-married,Prof-specialty,Not-in-family,White,40,?,high
46,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,50,United-States,high
19,State-gov,HS-grad,,Tech-support,Own-child,White,40,United-States,low
29,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,40,United-States,low
17,Private,,Never-married,Other-service,Own-child,Asian-Pac-Islander,40,United-States,low
25,State-gov,,Married-civ-spouse,Protective-serv,Husband,White,40,United-States,low
28,Private,,Never-married,,Own-child,White,40,United-States,low
23,Federal-gov,Bachelors,Never-married,Adm-clerical,Not-in-family,White,15,United-States,low
43,Private,9th,Divorced,Prof-specialty,Unmarried,Black,40,United-States,low
21,Private,Assoc-acdm,,Other-service,Own-child,,5,United-States,low
31,Local-gov,Bachelors,Never-married,Protective-serv,Not-in-family,White,40,England,low
35,,Bachelors,Married-civ-spouse,Sales,Husband,White,40,United-States,high
29,Private,Some-college,Never-married,Tech-support,Not-in-family,White,40,United-States,low
24,Private,5th-6th,Married-civ-spouse,Farming-fishing,Husband,White,60,Guatemala,low
63,?,HS-grad,Married-civ-spouse,?,Not-in-family,White,40,United-States,high
29,State-gov,HS-grad,Married-civ-spouse,Other-service,,White,40,Cuba,low
46,Private,,Married-civ-spouse,Handlers-cleaners,Husband,White,45,United-States,high
52,,HS-grad,Divorced,,Other-relative,White,55,United-States,high
70,,HS-grad,Married-AF-spouse,Other-service,Husband,White,16,United-States,low
52,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,65,United-States,high
34,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,Black,40,United-States,low
41,Private,HS-grad,Never-married,Priv-house-serv,Not-in-family,White,41,United-States,low
41,Private,Some-college,,,Not-in-family,White,40,Honduras,low
60,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,32,United-States,low
28,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,43,United-States,low
28,Federal-gov,Doctorate,Never-married,Exec-managerial,Unmarried,White,70,Puerto-Rico,low
45,Never-worked,,Divorced,Adm-clerical,Unmarried,,40,United-States,low
38,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,60,United-States,high
20,?,Assoc-voc,Never-married,?,,White,40,United-States,low
41,Local-gov,Assoc-acdm,Married-civ-spouse,Adm-clerical,Husband,White,40,United-States,low
37,Private,Bachelors,Married-spouse-absent,Exec-managerial,Unmarried,Other,50,Hungary,high
45,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,35,United-States,
32,Private,HS-grad,,Sales,Wife,White,44,United-States,low
41,?,5th-6th,Married-civ-spouse,?,Husband,White,32,Mexico,low
56,Private,Bachelors,Married-civ-spouse,Sales,Husband,,40,United-States,
30,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,55,United-States,low
33,Private,Some-college,Married-civ-spouse,Sales,Husband,,44,Scotland,low
26,Private,Some-college,Never-married,Handlers-cleaners,Not-in-family,White,30,United-States,low
52,,HS-grad,Separated,?,Unmarried,White,40,United-States,low
21,Private,Some-college,Never-married,Adm-clerical,Own-child,White,35,United-States,low
62,?,Masters,Married-civ-spouse,?,Husband,White,30,United-States,high
27,,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,40,United-States,high
63,,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,40,United-States,high
47,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,60,United-States,low
62,?,10th,Widowed,Armed-Forces,Not-in-family,White,30,United-States,low
45,Private,,Widowed,Other-service,Own-child,Asian-Pac-Islander,40,Philippines,low
56,Private,10th,Separated,Other-service,Unmarried,White,32,United-States,low
27,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,8,United-States,low
47,Private,HS-grad,Married-civ-spouse,Craft-repair,Wife,White,40,United-States,low
20,,12th,Never-married,?,Other-relative,White,35,Puerto-Rico,low
39,,Bachelors,Married-civ-spouse,Tech-support,Husband,White,50,United-States,high
31,Private,Assoc-voc,Married-civ-spouse,,Wife,Amer-Indian-Eskimo,24,Mexico,low
32,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,40,United-States,high
47,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,70,United-States,low
51,Self-emp-not-inc,Some-college,Divorced,Adm-clerical,Not-in-family,White,40,United-States,low
50,,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,35,United-States,low
32,Private,Prof-school,Never-married,Prof-specialty,,,40,United-States,low
30,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,50,United-States,low
45,Private,HS-grad,Married-civ-spouse,Other-service,,Asian-Pac-Islander,84,Japan,low
46,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,35,Guatemala,low
56,Local-gov,Masters,Married-civ-spouse,Prof-specialty,,White,50,United-States,high
42,Local-gov,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,40,United-States,low
34,Self-emp-inc,HS-grad,Married-civ-spouse,Transport-moving,,White,60,,low
19,Private,Some-college,Never-married,,Own-child,White,4,United-States,low
21,Private,Some-college,Never-married,Handlers-cleaners,,Asian-Pac-Islander,40,Philippines,low
30,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,40,United-States,low
24,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,40,United-States,low
42,Private,Some-college,Divorced,Farming-fishing,Unmarried,White,40,United-States,low
25,Local-gov,HS-grad,Never-married,Craft-repair,Own-child,Black,40,United-States,low
43,State-gov,Doctorate,Married-spouse-absent,Prof-specialty,Unmarried,White,64,United-States,high
44,,HS-grad,Married-civ-spouse,Sales,Husband,White,40,United-States,low
33,Private,HS-grad,,,Husband,White,50,United-States,low
38,State-gov,Some-college,Married-civ-spouse,Exec-managerial,Wife,,40,Trinadad&Tobago,low
33,Local-gov,Bachelors,Married-spouse-absent,Prof-specialty,Other-relative,Black,40,?,low
32,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,40,United-States,low
23,Private,HS-grad,Never-married,Sales,Not-in-family,White,35,United-States,high
50,Local-gov,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,,40,United-States,low
37,Self-emp-not-inc,Some-college,Never-married,Sales,Own-child,,48,United-States,low
61,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,40,United-States,low
19,Private,Some-college,Never-married,Other-service,Own-child,White,25,United-States,high
27,Private,Doctorate,Divorced,Tech-support,Not-in-family,White,40,United-States,low
26,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,42,United-States,low
30,Private,,Married-civ-spouse,Prof-specialty,Husband,White,50,United-States,high
27,Private,Bachelors,Never-married,Tech-support,Not-in-family,White,40,United-States,low
45,Private,9th,Married-civ-spouse,Transport-moving,Husband,,40,United-States,low
45,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,40,United-States,high
58,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,40,United-States,high
22,Private,Some-college,Never-married,Prof-specialty,Not-in-family,Black,40,United-States,low
48,State-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,40,United-States,high
42,Local-gov,Masters,,Prof-specialty,Not-in-family,White,35,United-States,
36,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,50,Iran,high
31,Private,Assoc-voc,Married-civ-spouse,Handlers-cleaners,Husband,White,45,United-States,low
30,Private,HS-grad,,Exec-managerial,Husband,White,40,United-States,high
39,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,50,United-States,low
34,Private,HS-grad,Married-spouse-absent,Other-service,Husband,White,50,United-States,low
27,Self-emp-inc,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,40,United-States,low
59,,Masters,Married-civ-spouse,Sales,Husband,White,55,United-States,high
60,Private,5th-6th,Married-civ-spouse,Transport-moving,Husband,White,40,United-States,low
34,Private,Assoc-acdm,Never-married,Farming-fishing,Husband,White,35,United-States,low
21,Private,,Never-married,Sales,Own-child,White,30,United-States,high
43,Private,9th,Divorced,Handlers-cleaners,Unmarried,White,40,United-States,low
21,,5th-6th,Married-civ-spouse,Handlers-cleaners,Husband,White,40,Mexico,low
35,Private,Masters,Married-civ-spouse,Sales,Husband,White,40,India,low
50,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Wife,White,55,United-States,high
18,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,40,United-States,low
