age,workclass,education,marital-status,occupation,relationship,race,hours-per-week,native-country,income
24,?,7th-8th,Never-married,?,Not-in-family,White,25,United-States,low
51,Private,HS-grad,Divorced,Handlers-cleaners,Unmarried,White,40,United-States,low
26,Private,HS-grad,Separated,Adm-clerical,Unmarried,White,40,United-States,low
51,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,50,United-States,high
17,?,10th,Never-married,?,Own-child,White,14,United-States,low
36,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,40,United-States,low
37,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,40,United-States,high
61,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,45,United-States,high
49,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,40,United-States,high
34,Private,HS-grad,Divorced,Exec-managerial,Unmarried,White,38,United-States,low
45,Private,HS-grad,Divorced,Transport-moving,Unmarried,White,55,United-States,low
43,Private,Some-college,Separated,Transport-moving,Unmarried,White,51,United-States,high
32,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Black,40,England,high
39,Private,HS-grad,Widowed,Adm-clerical,Own-child,White,40,United-States,low
51,Self-emp-inc,HS-grad,Never-married,Exec-managerial,Not-in-family,White,40,United-States,high
29,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,40,Germany,low
50,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,40,United-States,high
51,Federal-gov,HS-grad,Divorced,Adm-clerical,Unmarried,White,40,United-States,low
27,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,50,United-States,low
27,Private,12th,Never-married,Transport-moving,Not-in-family,White,40,United-States,low
35,Private,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,40,United-States,high
44,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,40,United-States,high
58,?,HS-grad,Married-civ-spouse,?,Wife,White,40,United-States,high
41,Federal-gov,Some-college,Married-civ-spouse,Other-service,Husband,White,40,United-States,low
18,Private,HS-grad,Never-married,Farming-fishing,Own-child,White,40,United-States,low
42,Private,Some-college,Widowed,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,40,United-States,low
46,Private,Masters,Married-civ-spouse,Tech-support,Husband,White,40,?,high
53,Self-emp-not-inc,11th,Divorced,Craft-repair,Not-in-family,White,60,United-States,low
51,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,20,United-States,low
17,Private,11th,Never-married,Other-service,Own-child,White,7,United-States,low
20,Private,Some-college,Never-married,Tech-support,Own-child,White,40,United-States,low
26,Private,Bachelors,Never-married,Sales,Own-child,White,40,United-States,low
26,Federal-gov,HS-grad,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,40,United-States,low
35,Federal-gov,Bachelors,Never-married,Exec-managerial,Own-child,White,40,United-States,low
65,Private,5th-6th,Widowed,Machine-op-inspct,Not-in-family,White,10,Italy,low
34,Private,HS-grad,Married-civ-spouse,Tech-support,Wife,White,32,United-States,low
42,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,40,United-States,high
37,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Black,40,United-States,low
21,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,40,United-States,low
46,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,96,United-States,high
27,Private,5th-6th,Never-married,Handlers-cleaners,Other-relative,White,40,Guatemala,low
30,Private,HS-grad,Married-civ-spouse,Adm-clerical,Own-child,White,20,United-States,low
33,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,40,United-States,low
35,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,65,United-States,high
22,Private,Some-college,Never-married,Other-service,Other-relative,Black,20,United-States,low
57,Local-gov,Bachelors,Divorced,Prof-specialty,Not-in-family,White,35,United-States,low
36,?,HS-grad,Married-civ-spouse,?,Husband,Black,40,United-States,low
26,Private,Masters,Never-married,Exec-managerial,Own-child,White,38,United-States,low
50,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,40,United-States,high
23,Private,5th-6th,Married-civ-spouse,Other-service,Husband,White,40,Mexico,low
33,Local-gov,9th,Married-civ-spouse,Other-service,Husband,White,40,United-States,low
18,?,HS-grad,Never-married,?,Own-child,White,35,United-States,low
46,Private,Doctorate,Never-married,Other-service,Own-child,White,40,?,low
40,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,40,United-States,low
32,Private,HS-grad,Divorced,Other-service,Own-child,White,40,United-States,low
49,Private,HS-grad,Married-civ-spouse,Craft-repair,Other-relative,White,40,Nicaragua,low
20,?,Some-college,Never-married,?,Own-child,White,60,United-States,low
27,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,40,United-States,low
38,?,Masters,Married-civ-spouse,?,Wife,White,48,United-States,high
66,Self-emp-not-inc,10th,Married-civ-spouse,Craft-repair,Husband,White,25,United-States,low
61,Private,HS-grad,Divorced,Sales,Not-in-family,White,38,United-States,low
68,Federal-gov,Some-college,Divorced,Adm-clerical,Other-relative,Black,40,United-States,low
49,Private,HS-grad,Never-married,Other-service,Not-in-family,White,38,United-States,low
50,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,60,United-States,high
19,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,30,United-States,low
41,Self-emp-inc,Doctorate,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,40,Taiwan,high
38,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,40,United-States,low
23,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,40,United-States,low
42,Local-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,45,United-States,high
44,State-gov,HS-grad,Divorced,Prof-specialty,Not-in-family,White,39,United-States,low
31,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,40,United-States,high
52,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,40,United-States,high
24,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,40,United-States,low
33,Private,5th-6th,Married-civ-spouse,Machine-op-inspct,Husband,White,40,Mexico,low
29,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,40,United-States,low
26,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,Black,20,United-States,low
41,Private,Masters,Married-civ-spouse,Exec-managerial,Wife,White,40,United-States,high
18,Private,12th,Never-married,Handlers-cleaners,Own-child,Black,20,United-States,low
21,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,50,United-States,low
51,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,40,United-States,low
50,Self-emp-inc,Masters,Married-civ-spouse,Prof-specialty,Husband,White,55,United-States,high
37,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,40,United-States,low
56,State-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,38,United-States,high
45,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,40,United-States,high
30,Private,HS-grad,Never-married,Other-service,Unmarried,White,40,United-States,low
52,Private,Some-college,Widowed,Other-service,Unmarried,Black,40,?,low
57,Private,Some-college,Married-spouse-absent,Sales,Own-child,Asian-Pac-Islander,90,United-States,high
38,Federal-gov,Bachelors,Married-civ-spouse,Sales,Husband,White,42,United-States,high
54,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,40,United-States,high
34,Local-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,40,United-States,high
59,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,40,United-States,high
55,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Other-service,Wife,White,42,United-States,low
42,Private,9th,Divorced,Other-service,Unmarried,White,40,United-States,low
36,Private,Some-college,Married-civ-spouse,Sales,Husband,White,40,United-States,high
26,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,40,United-States,low
55,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,15,United-States,high
30,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,40,United-States,low
21,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,40,United-States,low
42,Private,HS-grad,Divorced,Other-service,Not-in-family,White,30,United-States,low
37,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,45,United-States,high
34,Private,Masters,Married-civ-spouse,Other-service,Husband,White,30,United-States,low
34,State-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,48,United-States,low
40,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,50,United-States,low
30,Private,9th,Married-spouse-absent,Farming-fishing,Not-in-family,White,40,Mexico,low
19,?,HS-grad,Never-married,?,Unmarried,White,40,United-States,low
51,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,60,United-States,low
46,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,40,United-States,low
38,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,50,?,high
18,Private,Some-college,Never-married,Other-service,Own-child,White,24,United-States,low
40,Self-emp-not-inc,Some-college,Married-civ-spouse,Prof-specialty,Wife,White,40,United-States,high
44,Federal-gov,Assoc-voc,Divorced,Tech-support,Not-in-family,White,40,United-States,low
41,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,40,United-States,low
17,Private,11th,Never-married,Other-service,Not-in-family,White,20,United-States,low
19,?,Some-college,Never-married,?,Own-child,White,40,United-States,low
22,Private,Some-college,Never-married,Craft-repair,Own-child,White,40,United-States,low
51,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,60,United-States,low
28,State-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,50,United-States,low
65,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,40,United-States,low
23,?,Bachelors,Never-married,?,Not-in-family,White,50,United-States,low
60,Private,HS-grad,Divorced,Other-service,Not-in-family,White,40,United-States,low
47,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,37,Ecuador,high
22,Private,Some-college,Never-married,Other-service,Own-child,White,15,United-States,low
25,Local-gov,Bachelors,Never-married,Prof-specialty,Own-child,White,35,Guatemala,low
34,Private,7th-8th,Married-civ-spouse,Transport-moving,Husband,White,40,United-States,low
46,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,55,United-States,low
40,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,30,United-States,low
36,Private,12th,Married-civ-spouse,Transport-moving,Husband,White,40,United-States,low
25,Private,Bachelors,Never-married,Other-service,Other-relative,White,40,United-States,low
47,Private,Assoc-acdm,Divorced,Sales,Own-child,White,44,United-States,low
64,Local-gov,HS-grad,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,35,United-States,high
41,Private,Assoc-voc,Married-civ-spouse,Sales,Husband,White,63,United-States,low
27,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,40,United-States,low
31,Private,HS-grad,Never-married,Other-service,Own-child,White,35,United-States,low
52,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,40,United-States,high
54,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,44,United-States,high
30,Private,11th,Married-civ-spouse,Transport-moving,Husband,White,50,United-States,low
56,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,40,United-States,high
35,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Black,50,Jamaica,high
41,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Wife,White,44,United-States,high
65,?,11th,Married-civ-spouse,?,Husband,White,29,United-States,low
33,Private,HS-grad,Never-married,Sales,Not-in-family,White,50,United-States,low
52,Private,7th-8th,Never-married,Machine-op-inspct,Not-in-family,Black,40,United-States,low
37,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,40,United-States,low
57,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,50,United-States,low
35,Private,10th,Never-married,Adm-clerical,Own-child,White,40,United-States,low
31,Private,HS-grad,Divorced,Other-service,Not-in-family,White,25,United-States,low
26,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,Amer-Indian-Eskimo,40,United-States,low
59,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,40,United-States,high
48,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,35,United-States,high
73,Local-gov,5th-6th,Married-civ-spouse,Prof-specialty,Husband,White,6,United-States,low
40,Self-emp-not-inc,Masters,Divorced,Prof-specialty,Not-in-family,White,45,United-States,low
36,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,50,United-States,high
34,Private,HS-grad,Divorced,Adm-clerical,Own-child,White,40,United-States,low
29,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,40,Portugal,high
35,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,48,United-States,low
39,Private,Assoc-acdm,Never-married,Sales,Not-in-family,White,40,United-States,low
29,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,45,United-States,low
22,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,20,United-States,low
38,Self-emp-inc,Bachelors,Divorced,Exec-managerial,Not-in-family,White,40,United-States,low
40,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,40,United-States,high
67,Self-emp-not-inc,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,40,United-States,low
52,Private,HS-grad,Separated,Craft-repair,Own-child,Black,40,United-States,low
45,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,45,United-States,high
51,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,55,United-States,high
19,Self-emp-not-inc,9th,Never-married,Prof-specialty,Not-in-family,White,35,Mexico,low
35,Private,Bachelors,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,40,Vietnam,low
32,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,44,United-States,low
29,Private,Assoc-voc,Married-civ-spouse,Handlers-cleaners,Husband,White,40,United-States,low
20,Self-emp-not-inc,10th,Never-married,Machine-op-inspct,Own-child,White,40,United-States,low
18,Self-emp-inc,11th,Never-married,Farming-fishing,Own-child,White,70,United-States,low
26,Self-emp-inc,Bachelors,Never-married,Exec-managerial,Not-in-family,White,40,United-States,low
23,Private,12th,Never-married,Transport-moving,Not-in-family,White,46,United-States,low
22,Private,Some-college,Divorced,Tech-support,Other-relative,White,40,United-States,low
38,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,45,United-States,low
26,Private,Some-college,Never-married,Farming-fishing,Not-in-family,White,38,United-States,low
24,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,40,United-States,low
39,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,50,United-States,high
44,Private,Bachelors,Divorced,Adm-clerical,Not-in-family,White,12,?,low
27,Private,HS-grad,Never-married,Machine-op-inspct,Unmarried,Black,40,United-States,low
40,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,40,United-States,low
40,Private,HS-grad,Divorced,Exec-managerial,Unmarried,White,40,United-States,low
41,Private,11th,Divorced,Other-service,Not-in-family,White,40,United-States,low
44,Private,Assoc-acdm,Never-married,Prof-specialty,Not-in-family,White,36,United-States,low
47,Private,HS-grad,Never-married,Other-service,Not-in-family,White,40,United-States,low
40,Private,HS-grad,Divorced,Exec-managerial,Unmarried,White,52,United-States,low
56,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,50,United-States,high
41,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,40,United-States,high
90,Private,Some-college,Never-married,Other-service,Own-child,White,10,United-States,low
19,Private,Some-college,Never-married,Other-service,Own-child,White,15,United-States,low
33,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,50,United-States,low
49,Local-gov,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,40,United-States,low
34,Self-emp-not-inc,Assoc-voc,Widowed,Exec-managerial,Unmarried,White,40,United-States,low
51,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,50,United-States,high
37,?,HS-grad,Married-civ-spouse,?,Husband,White,55,United-States,low
57,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,60,United-States,high
31,Private,12th,Never-married,Sales,Own-child,White,32,United-States,low
37,Private,Some-college,Never-married,Other-service,Not-in-family,White,18,United-States,low
39,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,50,United-States,high
62,Private,HS-grad,Widowed,Other-service,Not-in-family,White,40,United-States,low
23,Private,HS-grad,Separated,Machine-op-inspct,Own-child,White,53,United-States,low
43,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,45,United-States,low
49,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,56,United-States,low
38,State-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,Other,40,United-States,high
38,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,50,United-States,high
33,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,50,United-States,high
42,Private,Bachelors,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,40,Philippines,high
56,Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Black,50,United-States,low
41,Self-emp-inc,Bachelors,Divorced,Exec-managerial,Not-in-family,White,50,United-States,low
33,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,Black,40,United-States,low
44,Private,HS-grad,Widowed,Other-service,Unmarried,Black,30,United-States,low
48,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,32,Dominican-Republic,low
53,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Black,40,United-States,high
42,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,40,United-States,high
28,Private,HS-grad,Never-married,Transport-moving,Own-child,White,40,United-States,low
24,Private,Assoc-acdm,Never-married,Adm-clerical,Own-child,White,35,United-States,low
42,Private,Masters,Divorced,Prof-specialty,Not-in-family,White,16,United-States,low
38,Private,10th,Never-married,Prof-specialty,Not-in-family,White,90,United-States,high
33,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,40,United-States,low
48,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,70,United-States,low
37,Private,Some-college,Divorced,Tech-support,Unmarried,White,40,United-States,low
42,Private,HS-grad,Separated,Sales,Not-in-family,White,30,United-States,low
34,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,50,United-States,high
38,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Wife,White,45,United-States,high
22,?,Some-college,Never-married,?,Own-child,White,29,United-States,low
40,Private,Masters,Never-married,Exec-managerial,Not-in-family,White,40,United-States,low
41,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,60,United-States,low
31,Private,Some-college,Never-married,Other-service,Unmarried,Black,40,United-States,low
50,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,45,United-States,high
49,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,38,United-States,low
27,Private,HS-grad,Never-married,Craft-repair,Own-child,White,40,United-States,low
43,Self-emp-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,60,Japan,high
37,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,40,United-States,high
42,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,45,United-States,high
36,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,45,United-States,low
19,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,14,United-States,low
39,State-gov,Some-college,Separated,Exec-managerial,Unmarried,Black,30,United-States,low
30,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,40,United-States,low
51,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,40,United-States,high
23,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,25,United-States,low
52,State-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,40,United-States,low
20,Private,Some-college,Never-married,Transport-moving,Other-relative,White,40,United-States,low
62,State-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,40,United-States,low
26,Private,Bachelors,Never-married,Tech-support,Not-in-family,White,40,United-States,low
32,Private,12th,Never-married,Farming-fishing,Own-child,Asian-Pac-Islander,40,Philippines,low
38,Private,Some-college,Separated,Machine-op-inspct,Unmarried,Black,50,United-States,low
38,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,40,?,low
25,Local-gov,HS-grad,Never-married,Handlers-cleaners,Other-relative,Black,40,United-States,low
42,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,50,United-States,low
28,Private,HS-grad,Never-married,Tech-support,Not-in-family,White,60,United-States,low
38,Private,Bachelors,Never-married,Other-service,Not-in-family,White,48,United-States,low
35,Self-emp-not-inc,HS-grad,Divorced,Machine-op-inspct,Unmarried,White,40,United-States,low
18,?,HS-grad,Never-married,?,Own-child,White,30,United-States,low
48,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,40,United-States,low
39,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,40,United-States,high
33,Private,HS-grad,Never-married,Farming-fishing,Not-in-family,White,40,United-States,low
33,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,45,United-States,high
27,Private,Some-college,Never-married,Sales,Not-in-family,White,49,United-States,low
31,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,40,United-States,low
69,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,28,United-States,low
33,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,55,United-States,high
56,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,40,United-States,low
20,Local-gov,Some-college,Never-married,Other-service,Not-in-family,White,40,United-States,low
46,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,50,United-States,high
51,Private,Masters,Married-civ-spouse,Sales,Husband,White,30,United-States,low
59,?,Masters,Married-civ-spouse,?,Husband,White,35,United-States,high
27,Private,HS-grad,Never-married,Farming-fishing,Own-child,Black,30,United-States,low
32,Private,Bachelors,Never-married,Sales,Not-in-family,White,40,United-States,low
33,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,45,United-States,low
47,Private,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,50,United-States,high
21,Private,Some-college,Never-married,Transport-moving,Own-child,White,30,United-States,low
61,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,37,United-States,low
38,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,50,United-States,high
53,Self-emp-inc,Some-college,Widowed,Sales,Unmarried,White,40,United-States,low
80,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,40,United-States,low
26,Private,Some-college,Never-married,Transport-moving,Not-in-family,White,40,United-States,low
47,Private,5th-6th,Never-married,Priv-house-serv,Own-child,White,40,El-Salvador,low
48,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,40,United-States,low
44,Private,HS-grad,Never-married,Other-service,Unmarried,Black,40,United-States,low
42,Private,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,46,United-States,low
40,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,40,United-States,low
52,Private,Some-college,Divorced,Exec-managerial,Unmarried,White,40,United-States,low
31,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,40,United-States,low
42,Private,Bachelors,Separated,Tech-support,Not-in-family,White,40,United-States,low
40,Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,60,United-States,low
45,Private,11th,Never-married,Machine-op-inspct,Not-in-family,Black,40,United-States,low
37,Private,Some-college,Divorced,Other-service,Unmarried,White,25,United-States,low
60,Self-emp-inc,Masters,Widowed,Adm-clerical,Not-in-family,White,25,United-States,low
53,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,40,United-States,low
59,Private,Assoc-voc,Married-civ-spouse,Sales,Husband,White,50,United-States,low
35,Private,Bachelors,Never-married,Sales,Own-child,Black,40,United-States,low
17,?,10th,Never-married,?,Own-child,White,4,United-States,low
31,Private,Some-college,Never-married,Other-service,Not-in-family,White,20,United-States,low
21,Self-emp-not-inc,12th,Married-civ-spouse,Adm-clerical,Wife,White,30,Portugal,low
40,Private,HS-grad,Divorced,Craft-repair,Not-in-family,Asian-Pac-Islander,40,Japan,low
26,Private,10th,Divorced,Other-service,Not-in-family,White,40,United-States,low
38,Private,HS-grad,Never-married,Sales,Not-in-family,White,33,United-States,low
20,Private,9th,Never-married,Machine-op-inspct,Own-child,White,40,United-States,low
25,Private,10th,Never-married,Priv-house-serv,Own-child,White,24,United-States,low
49,Federal-gov,7th-8th,Never-married,Other-service,Not-in-family,Black,20,United-States,low
45,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,40,United-States,high
49,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,40,United-States,high
41,State-gov,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,38,United-States,high
25,?,Assoc-acdm,Never-married,?,Other-relative,White,45,United-States,low
63,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,50,United-States,high
46,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,Black,40,United-States,low
36,Private,Some-college,Married-civ-spouse,Sales,Husband,White,45,United-States,high
37,State-gov,Bachelors,Never-married,Adm-clerical,Not-in-family,White,38,United-States,low
24,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,40,United-States,low
52,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,40,United-States,low
22,Private,Some-college,Never-married,Adm-clerical,Own-child,White,30,United-States,low
54,Private,Some-college,Married-civ-spouse,Sales,Husband,White,40,United-States,low
58,Private,Bachelors,Widowed,Exec-managerial,Unmarried,White,40,United-States,high
37,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,45,United-States,low
58,Self-emp-not-inc,HS-grad,Divorced,Farming-fishing,Unmarried,White,10,United-States,low
47,Private,HS-grad,Married-spouse-absent,Craft-repair,Not-in-family,Black,40,United-States,low
59,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,40,United-States,high
55,?,HS-grad,Married-civ-spouse,?,Wife,Asian-Pac-Islander,40,United-States,low
31,Private,Bachelors,Separated,Exec-managerial,Not-in-family,White,70,United-States,low
28,Private,Some-college,Never-married,Craft-repair,Unmarried,White,40,United-States,low
45,Federal-gov,Assoc-acdm,Divorced,Adm-clerical,Unmarried,Asian-Pac-Islander,40,Philippines,low
41,Private,HS-grad,Separated,Adm-clerical,Unmarried,Black,40,United-States,low
22,?,Some-college,Married-civ-spouse,?,Husband,White,10,United-States,low
34,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,45,United-States,high
33,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,60,United-States,high
57,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,55,United-States,low
19,State-gov,Some-college,Never-married,Prof-specialty,Own-child,White,10,United-States,low
28,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,45,United-States,low
67,?,Some-college,Widowed,?,Not-in-family,White,4,United-States,low
17,Private,11th,Never-married,Other-service,Own-child,White,25,United-States,low
28,Private,9th,Never-married,Craft-repair,Not-in-family,White,50,?,high
36,Private,Assoc-voc,Married-civ-spouse,Sales,Husband,White,50,United-States,high
60,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,48,United-States,high
31,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,52,Mexico,low
36,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Wife,White,40,United-States,high
62,Private,Doctorate,Divorced,Prof-specialty,Unmarried,White,50,United-States,high
