age,workclass,education-num,occupation,sex,capital-gain,capital-loss,hours-per-week,income
20,Private,10,Sales,Female,0,0,30,low
39,Private,14,Exec-managerial,Male,15024,0,40,high
34,Private,9,Other-service,Male,0,0,40,low
22,Private,10,Exec-managerial,Female,0,0,40,low
46,Self-emp-not-inc,15,Prof-specialty,Male,0,0,65,high
18,Private,10,Adm-clerical,Female,0,0,40,low
20,Private,9,Adm-clerical,Male,0,0,60,low
40,State-gov,14,Exec-managerial,Female,1506,0,40,low
23,Private,9,Farming-fishing,Male,0,0,40,low
36,Private,9,Transport-moving,Female,0,0,40,low
18,Private,7,Sales,Female,0,0,18,low
51,Private,16,Prof-specialty,Female,10520,0,60,high
68,Private,9,Other-service,Male,0,0,15,low
21,Self-emp-not-inc,5,Sales,Male,0,0,30,low
58,Private,9,Handlers-cleaners,Male,0,0,40,high
19,Private,10,Sales,Male,0,0,25,low
40,Private,13,Adm-clerical,Male,0,0,40,low
43,Private,11,Adm-clerical,Female,0,0,55,low
17,Private,6,Other-service,Male,0,0,16,low
19,Private,10,Other-service,Male,0,0,25,low
39,Self-emp-not-inc,9,Exec-managerial,Male,0,0,50,low
46,Local-gov,13,Prof-specialty,Male,0,0,40,low
32,Self-emp-inc,9,Exec-managerial,Male,0,0,40,high
46,Private,10,Craft-repair,Male,4386,0,38,high
39,Federal-gov,9,Adm-clerical,Female,0,0,40,low
18,Private,10,Other-service,Male,0,1721,20,low
73,Private,4,Machine-op-inspct,Female,0,0,18,low
25,Local-gov,10,Adm-clerical,Female,0,0,40,low
46,Private,9,Craft-repair,Male,0,0,40,low
27,Private,9,Craft-repair,Male,0,0,35,low
54,Private,10,Adm-clerical,Female,0,0,40,low
21,Private,8,Machine-op-inspct,Female,0,0,40,low
27,Self-emp-not-inc,10,Exec-managerial,Male,0,0,60,high
37,Private,9,Sales,Male,0,0,50,high
64,State-gov,13,Craft-repair,Male,0,0,45,high
43,Private,10,Adm-clerical,Female,0,0,40,low
50,Self-emp-not-inc,10,Farming-fishing,Male,0,0,60,high
53,Private,9,Adm-clerical,Female,0,0,40,low
20,Federal-gov,9,Adm-clerical,Male,0,0,20,low
37,Local-gov,10,Adm-clerical,Female,0,0,27,low
22,Private,10,Exec-managerial,Male,0,0,55,low
64,State-gov,13,Adm-clerical,Male,0,0,40,low
52,Local-gov,9,Protective-serv,Male,0,0,52,high
26,Private,9,Adm-clerical,Female,0,0,20,low
29,Self-emp-not-inc,6,Craft-repair,Male,0,0,80,low
41,Private,9,Craft-repair,Male,0,0,40,low
47,Private,2,Handlers-cleaners,Male,0,0,40,low
24,Private,9,Handlers-cleaners,Male,0,0,70,low
35,Private,15,Prof-specialty,Male,0,0,45,high
22,Private,10,Adm-clerical,Female,0,0,35,low
27,Private,13,Exec-managerial,Female,0,0,30,low
30,Private,9,Craft-repair,Male,0,0,40,low
35,Private,13,Sales,Male,0,0,40,low
60,?,6,?,Female,0,0,10,low
44,Private,10,Other-service,Female,0,0,35,low
67,?,4,?,Female,0,0,35,low
28,Private,13,Exec-managerial,Male,0,0,42,high
27,Local-gov,9,Protective-serv,Male,0,0,40,low
45,Private,14,Prof-specialty,Female,0,0,55,low
49,Private,3,Machine-op-inspct,Female,0,0,20,low
18,Private,9,Other-service,Female,0,0,30,low
19,Private,9,Machine-op-inspct,Male,0,0,40,low
24,Self-emp-not-inc,11,Other-service,Female,0,0,38,low
43,Local-gov,14,Prof-specialty,Female,914,0,40,low
50,Private,13,Adm-clerical,Male,0,1902,50,high
30,Private,10,Craft-repair,Male,0,0,40,low
39,Self-emp-not-inc,9,Farming-fishing,Female,0,0,50,low
58,Self-emp-not-inc,9,Exec-managerial,Male,0,0,40,high
20,Private,10,Sales,Female,0,0,30,low
45,Private,9,Craft-repair,Male,0,0,50,high
74,Private,6,Protective-serv,Male,0,1411,40,low
40,Private,11,Other-service,Female,0,0,32,low
47,Self-emp-inc,4,Craft-repair,Male,0,0,40,low
39,Federal-gov,13,Protective-serv,Male,0,1887,60,high
26,Private,10,Other-service,Male,0,0,40,low
24,Private,13,Sales,Female,0,0,40,low
33,State-gov,14,Prof-specialty,Male,0,0,19,low
63,Private,10,Prof-specialty,Male,4386,0,40,high
53,Private,11,Craft-repair,Male,0,0,40,high
46,Private,9,Adm-clerical,Female,0,1590,43,low
49,Private,10,Other-service,Male,0,0,35,low
19,Private,9,Exec-managerial,Male,0,0,40,low
34,Private,13,Exec-managerial,Male,0,0,50,high
63,Private,1,Prof-specialty,Male,0,0,30,low
41,Private,9,Adm-clerical,Male,0,0,40,high
19,Private,9,Other-service,Female,0,0,40,low
50,Self-emp-inc,15,Prof-specialty,Male,0,0,45,high
28,Private,9,Craft-repair,Male,0,0,50,low
52,Self-emp-not-inc,14,Farming-fishing,Male,0,0,45,low
25,Private,13,Prof-specialty,Female,0,0,40,low
26,Private,14,Exec-managerial,Female,0,0,40,low
33,Private,9,Sales,Male,0,0,40,high
19,Private,8,Other-service,Female,0,0,20,low
19,Private,5,Craft-repair,Male,0,0,60,low
29,Private,9,Transport-moving,Male,0,0,40,low
22,Private,13,Prof-specialty,Female,14344,0,40,high
41,Private,14,Exec-managerial,Male,27828,0,50,high
63,Local-gov,10,Protective-serv,Female,0,0,35,low
23,Private,9,Machine-op-inspct,Male,0,0,40,low
20,Private,9,Sales,Male,0,0,48,low
19,Private,10,Prof-specialty,Female,0,0,20,low
50,Private,7,Protective-serv,Female,0,0,40,low
44,Private,9,Handlers-cleaners,Female,0,0,20,low
35,Private,10,Exec-managerial,Male,0,0,40,high
40,Private,10,Sales,Female,0,0,40,low
21,Private,10,Adm-clerical,Male,0,0,40,low
34,State-gov,9,Other-service,Male,0,1651,40,low
40,Private,9,Adm-clerical,Female,0,0,40,low
23,Private,12,Handlers-cleaners,Male,0,0,25,low
34,Self-emp-inc,13,Sales,Male,0,0,50,high
32,Private,10,Adm-clerical,Male,0,0,40,low
32,Private,9,Machine-op-inspct,Male,0,0,40,high
36,Private,10,Other-service,Female,7298,0,32,high
24,Private,13,Adm-clerical,Male,0,0,39,low
84,Private,9,Other-service,Female,0,0,13,low
50,Private,10,Machine-op-inspct,Male,0,0,40,low
42,Private,13,Other-service,Female,0,0,50,low
43,Private,9,Craft-repair,Male,0,0,40,low
60,Private,4,Craft-repair,Male,0,0,40,low
23,Private,10,Craft-repair,Male,0,0,40,low
35,Private,9,Machine-op-inspct,Male,0,0,40,low
57,Self-emp-not-inc,12,Farming-fishing,Male,0,0,40,low
18,Private,7,Other-service,Male,0,0,15,low
54,Private,9,Adm-clerical,Female,0,0,40,low
31,Private,13,Exec-managerial,Female,0,0,50,low
28,Private,10,Adm-clerical,Male,0,0,40,low
49,Self-emp-not-inc,9,Craft-repair,Male,0,0,40,high
49,Self-emp-inc,13,Sales,Male,0,0,85,high
44,Private,13,Prof-specialty,Female,0,0,35,low
42,Private,11,Craft-repair,Male,0,0,52,low
49,Self-emp-inc,13,Sales,Male,0,0,55,high
66,?,11,?,Female,2964,0,30,low
61,?,10,?,Male,99999,0,30,high
54,?,12,?,Female,0,0,20,low
34,Private,13,Machine-op-inspct,Female,0,0,39,low
39,Local-gov,13,Prof-specialty,Male,0,0,40,high
29,Private,12,Other-service,Male,0,0,20,low
48,Self-emp-inc,15,Prof-specialty,Male,15024,0,40,high
33,Federal-gov,16,Prof-specialty,Male,0,0,40,low
45,Private,14,Prof-specialty,Male,0,0,50,high
62,?,9,?,Male,0,0,40,low
41,Private,9,Machine-op-inspct,Male,2174,0,41,low
21,Private,10,Transport-moving,Male,0,0,20,low
63,?,13,?,Male,0,0,40,low
74,?,2,?,Male,0,0,40,low
27,Private,9,Adm-clerical,Male,0,0,39,low
43,Self-emp-not-inc,13,Sales,Male,0,0,45,low
36,Federal-gov,9,Adm-clerical,Female,0,0,40,low
39,Private,13,Craft-repair,Male,0,1564,50,high
44,Private,14,Prof-specialty,Female,0,0,45,low
39,Private,9,Transport-moving,Male,0,0,40,low
61,?,4,?,Male,0,0,40,high
53,Private,13,Exec-managerial,Male,0,0,40,high
22,Private,9,Tech-support,Female,0,0,40,low
31,Local-gov,13,Protective-serv,Male,0,0,50,high
39,Private,10,Other-service,Female,0,0,25,low
29,Private,10,Adm-clerical,Female,0,0,40,high
40,Private,14,Exec-managerial,Male,0,0,50,high
32,Self-emp-inc,13,Sales,Male,0,0,40,low
48,Local-gov,10,Exec-managerial,Female,0,0,52,low
40,Federal-gov,13,Adm-clerical,Male,0,0,40,low
43,Self-emp-not-inc,13,Craft-repair,Male,0,0,35,low
17,Local-gov,7,Prof-specialty,Male,0,0,15,low
40,Private,13,Prof-specialty,Male,0,0,60,high
28,Private,13,Prof-specialty,Female,0,0,40,low
38,Local-gov,9,Protective-serv,Male,0,0,40,low
44,Private,9,Craft-repair,Male,0,0,40,low
19,Private,9,Adm-clerical,Male,0,0,30,low
28,Private,9,Craft-repair,Male,0,0,35,low
31,State-gov,13,Prof-specialty,Male,7298,0,55,high
77,Self-emp-not-inc,8,Transport-moving,Male,0,0,12,low
67,Private,7,Adm-clerical,Female,0,0,20,low
32,State-gov,13,Exec-managerial,Female,0,0,55,high
48,Private,10,Other-service,Female,0,0,40,low
40,Private,13,Exec-managerial,Female,0,0,45,high
24,Private,8,Craft-repair,Male,0,0,40,low
24,Private,10,Tech-support,Female,0,0,16,low
20,Private,3,Handlers-cleaners,Male,0,0,25,low
31,Private,10,Sales,Male,0,0,40,low
26,Private,14,Sales,Female,0,0,40,low
37,Local-gov,14,Prof-specialty,Female,0,0,45,high
22,Private,13,Sales,Female,0,0,60,low
20,Private,10,Sales,Female,0,0,40,low
62,Private,13,Exec-managerial,Male,0,0,50,high
42,Self-emp-not-inc,16,Prof-specialty,Female,0,0,45,low
70,Private,9,Craft-repair,Male,1455,0,40,low
54,Private,10,Exec-managerial,Female,0,0,40,low
73,Private,13,Farming-fishing,Female,0,0,12,low
35,?,7,?,Female,6849,0,60,low
25,Private,9,Craft-repair,Male,0,0,40,low
25,Private,9,Adm-clerical,Female,0,0,70,low
30,Private,9,Handlers-cleaners,Male,0,0,40,low
40,Local-gov,11,Exec-managerial,Female,0,0,40,low
27,Private,10,Sales,Female,0,0,45,low
21,State-gov,10,Adm-clerical,Female,0,0,15,low
20,Private,10,Adm-clerical,Female,0,0,38,low
32,Federal-gov,9,Craft-repair,Male,0,0,40,low
21,Private,10,Sales,Male,0,0,30,low
40,Private,4,Handlers-cleaners,Male,0,2057,40,low
40,Private,13,Other-service,Male,0,0,37,low
55,Federal-gov,9,Adm-clerical,Female,0,0,40,low
24,Private,2,Handlers-cleaners,Male,0,0,40,low
43,Federal-gov,14,Protective-serv,Male,0,0,60,high
20,Private,7,Sales,Female,0,0,32,low
26,Federal-gov,9,Adm-clerical,Male,0,0,40,low
52,Self-emp-inc,10,Sales,Male,0,0,90,high
35,Private,9,Transport-moving,Male,2885,0,40,low
55,Private,9,Craft-repair,Male,0,0,40,low
38,Local-gov,9,Adm-clerical,Female,0,0,35,high
25,Private,13,Tech-support,Male,0,0,40,low
26,Self-emp-not-inc,11,Other-service,Female,0,0,55,low
28,Private,9,Machine-op-inspct,Male,0,0,40,low
35,Private,13,Exec-managerial,Female,0,1977,30,high
28,Private,9,Sales,Male,0,0,40,low
59,Private,6,Transport-moving,Male,0,0,50,low
37,Private,10,Adm-clerical,Male,0,0,40,high
24,Private,13,Prof-specialty,Male,0,0,40,low
33,Private,10,Machine-op-inspct,Male,0,0,40,low
33,Private,11,Prof-specialty,Male,0,0,40,high
26,Private,12,Adm-clerical,Female,0,0,40,low
24,Private,10,Other-service,Female,0,0,40,low
34,Self-emp-not-inc,15,Prof-specialty,Male,0,0,35,high
35,Self-emp-not-inc,5,Craft-repair,Male,2635,0,30,low
36,Private,9,Exec-managerial,Female,0,0,40,low
65,Private,7,Handlers-cleaners,Male,0,0,24,low
77,Private,9,Other-service,Male,0,0,25,low
36,Private,9,Machine-op-inspct,Male,0,0,85,low
41,Private,10,Other-service,Male,0,0,50,low
21,?,10,?,Female,0,0,40,low
57,Private,10,Exec-managerial,Male,0,0,50,high
51,Private,10,Exec-managerial,Female,0,0,30,high
25,Private,13,Exec-managerial,Male,0,0,50,low
64,Private,9,Machine-op-inspct,Female,0,0,40,low
38,Private,9,Other-service,Female,0,0,35,low
42,Local-gov,13,Exec-managerial,Male,0,1977,48,high
53,Private,12,Tech-support,Male,0,0,40,high
30,Private,10,Machine-op-inspct,Male,0,0,40,low
21,Private,10,Tech-support,Female,0,0,4,low
42,Private,16,Prof-specialty,Male,0,0,40,high
40,Private,13,Adm-clerical,Male,0,0,40,high
42,Private,7,Transport-moving,Male,0,0,47,low
37,Self-emp-not-inc,9,Craft-repair,Male,0,0,40,low
49,Private,9,Sales,Male,0,0,40,high
29,Local-gov,10,Farming-fishing,Male,0,0,40,low
37,Local-gov,11,Protective-serv,Male,4650,0,40,low
52,Private,11,Adm-clerical,Female,0,0,36,low
30,Private,11,Adm-clerical,Female,0,0,24,low
26,Private,9,Machine-op-inspct,Male,0,0,40,low
17,Private,7,Adm-clerical,Male,0,0,40,low
31,Private,10,Other-service,Female,0,0,40,low
62,Private,9,Craft-repair,Female,0,0,40,low
49,Private,13,Sales,Male,0,2415,55,high
32,Private,9,Transport-moving,Male,0,0,40,low
26,Private,13,Craft-repair,Male,0,0,40,low
31,Private,10,Transport-moving,Male,5178,0,40,high
43,Local-gov,9,Exec-managerial,Male,0,0,40,high
47,Private,9,Machine-op-inspct,Male,0,0,45,low
48,Private,13,Sales,Male,0,0,25,high
41,Private,9,Exec-managerial,Male,0,0,40,low
51,Private,10,Sales,Male,0,0,40,low
25,Self-emp-not-inc,10,Farming-fishing,Male,0,0,50,low
43,Federal-gov,15,Exec-managerial,Male,0,0,60,low
33,Private,10,Tech-support,Male,0,0,20,low
28,Private,12,Handlers-cleaners,Male,0,0,40,low
56,Local-gov,13,Tech-support,Male,0,0,40,high
49,Local-gov,14,Prof-specialty,Male,0,1902,40,high
28,Private,10,Tech-support,Male,0,0,40,high
47,Private,9,Prof-specialty,Male,5013,0,24,low
19,Private,10,Adm-clerical,Male,0,0,40,low
40,State-gov,9,Protective-serv,Male,0,0,84,low
36,Private,11,Craft-repair,Male,0,0,40,low
49,Private,7,Transport-moving,Male,0,0,75,low
61,Private,9,Machine-op-inspct,Male,0,0,40,low
41,Private,13,Craft-repair,Male,7688,0,55,high
36,Private,15,Prof-specialty,Male,0,0,50,low
57,Federal-gov,15,Prof-specialty,Female,0,0,50,high
36,Federal-gov,12,Adm-clerical,Female,0,0,40,high
51,Private,10,Sales,Male,0,0,40,low
46,Self-emp-inc,14,Sales,Male,0,0,60,high
45,Private,11,Exec-managerial,Male,2174,0,50,low
40,Private,10,Other-service,Female,0,0,40,low
19,Private,9,Craft-repair,Male,0,0,35,low
39,Self-emp-not-inc,12,Adm-clerical,Female,0,0,40,high
36,Self-emp-not-inc,10,Sales,Female,0,0,35,low
19,Private,8,Adm-clerical,Female,0,0,40,low
53,Self-emp-not-inc,6,Farming-fishing,Male,0,0,35,low
34,Self-emp-not-inc,5,Other-service,Male,0,0,38,low
72,Self-emp-not-inc,15,Prof-specialty,Male,0,1429,20,low
52,Private,16,Prof-specialty,Male,0,0,40,high
24,Self-emp-not-inc,4,Farming-fishing,Male,0,0,50,low
17,Private,9,Exec-managerial,Female,0,0,35,low
23,Private,9,Craft-repair,Male,0,0,40,low
59,Private,10,Craft-repair,Male,15024,0,50,high
56,Private,10,Machine-op-inspct,Male,0,0,40,low
34,State-gov,8,Adm-clerical,Female,0,0,40,low
31,Private,9,Sales,Male,0,1977,40,high
19,Private,9,Other-service,Male,0,0,40,low
33,Private,13,Tech-support,Female,0,0,45,high
59,Private,9,Adm-clerical,Male,0,0,40,low
56,Local-gov,10,Craft-repair,Male,0,0,41,high
31,Private,10,Machine-op-inspct,Male,0,0,40,low
45,Private,10,Other-service,Female,0,0,40,low
36,Private,9,Other-service,Male,0,0,40,low
62,Local-gov,16,Prof-specialty,Female,0,0,40,low
28,Private,10,Adm-clerical,Male,0,0,40,low
32,Private,11,Exec-managerial,Male,0,0,50,high
25,Private,10,Craft-repair,Male,0,0,60,high
18,?,10,?,Male,0,0,16,low
54,Private,9,Sales,Male,0,0,50,high
46,Private,9,Machine-op-inspct,Female,0,0,40,low
59,Private,13,Prof-specialty,Male,0,1902,43,high
43,Federal-gov,10,Prof-specialty,Female,0,0,40,high
57,Self-emp-inc,14,Exec-managerial,Male,0,0,50,high
51,Self-emp-not-inc,9,Sales,Male,0,0,60,high
52,Private,10,Sales,Male,0,0,40,low
45,Private,13,Prof-specialty,Male,0,0,40,high
74,Private,6,Other-service,Female,0,0,1,low
25,Private,9,Other-service,Male,4101,0,60,low
26,Private,9,Craft-repair,Male,0,0,40,low
38,Private,14,Prof-specialty,Male,0,0,40,low
33,State-gov,14,Protective-serv,Male,0,0,40,low
18,Private,9,Handlers-cleaners,Male,0,0,30,low
28,Private,10,Sales,Male,0,1902,55,high
46,Private,9,Machine-op-inspct,Female,0,0,15,low
48,?,10,?,Male,0,0,40,high
40,Private,10,Prof-specialty,Female,0,0,38,low
50,Private,13,Sales,Male,0,0,40,high
33,Self-emp-not-inc,11,Other-service,Female,0,0,99,low
38,Federal-gov,9,Transport-moving,Male,0,2051,40,low
49,Private,9,Exec-managerial,Female,0,0,43,low
61,Private,8,Exec-managerial,Male,0,0,60,low
33,Private,13,Prof-specialty,Male,15024,0,75,high
45,State-gov,11,Prof-specialty,Male,0,0,40,high
37,Private,9,Other-service,Male,0,0,40,low
90,Private,10,Other-service,Male,0,0,35,low
29,Private,9,Other-service,Female,0,0,40,low
28,Local-gov,9,Protective-serv,Male,0,1876,40,low
44,Self-emp-inc,13,Exec-managerial,Male,7688,0,52,high
37,Private,9,Craft-repair,Male,0,0,40,low
60,Private,9,Craft-repair,Male,0,1741,40,low
57,Private,10,Craft-repair,Male,0,0,40,low
19,Private,10,Protective-serv,Male,0,0,30,low
27,Private,4,Priv-house-serv,Female,0,0,30,low
42,Private,13,Craft-repair,Male,15024,0,40,high
20,?,10,?,Male,0,0,35,low
23,Private,9,Sales,Male,0,0,40,low
31,Private,6,Transport-moving,Male,0,0,40,low
24,Local-gov,10,Adm-clerical,Female,0,0,40,low
33,Private,7,Craft-repair,Male,0,0,40,low
54,Private,16,Tech-support,Male,0,2472,40,high
36,Private,13,Exec-managerial,Male,0,0,40,low
42,Self-emp-not-inc,10,Farming-fishing,Male,0,0,60,low
24,Private,13,Prof-specialty,Male,0,0,16,low
26,Self-emp-not-inc,9,Exec-managerial,Male,0,0,40,low
49,Private,16,Tech-support,Male,7430,0,40,high
38,Private,13,Sales,Male,0,0,40,high
51,Private,12,Adm-clerical,Female,0,0,40,low
37,Private,13,Prof-specialty,Female,0,0,40,low
32,State-gov,9,Transport-moving,Male,0,0,40,low
41,Private,9,Priv-house-serv,Female,0,0,40,low
45,Private,9,Adm-clerical,Female,0,0,50,low
62,Federal-gov,14,Adm-clerical,Male,0,0,40,high
40,Federal-gov,10,Tech-support,Male,0,0,40,high
38,Private,10,Sales,Male,0,0,60,low
67,Self-emp-inc,9,Transport-moving,Male,0,0,40,low
21,Private,9,Adm-clerical,Male,0,0,25,low
68,Self-emp-inc,13,Sales,Male,0,0,40,high
21,Private,10,Handlers-cleaners,Male,0,0,40,low
72,Private,9,Machine-op-inspct,Male,2346,0,40,low
32,State-gov,13,Exec-managerial,Female,0,0,40,high
45,Private,9,Sales,Female,0,0,19,low
38,Private,9,Other-service,Female,0,0,20,low
38,Private,10,Exec-managerial,Male,0,0,55,low
51,Private,9,Adm-clerical,Male,0,0,50,low
60,Local-gov,11,Adm-clerical,Female,0,0,40,low
49,Private,9,Transport-moving,Male,0,0,40,low
51,Federal-gov,10,Handlers-cleaners,Male,0,0,40,low
44,Private,10,Craft-repair,Male,0,0,60,high
32,Private,9,Craft-repair,Male,0,0,40,high
50,Private,9,Craft-repair,Male,0,0,40,high
27,Private,12,Sales,Female,0,0,40,low
23,Private,9,Sales,Male,0,0,80,low
41,Private,9,Other-service,Male,0,0,45,low
37,Local-gov,13,Prof-specialty,Female,1151,0,35,low
23,State-gov,13,Prof-specialty,Male,10520,0,40,high
59,Private,5,Other-service,Male,0,0,30,low
43,Private,11,Craft-repair,Male,0,0,50,low
37,Local-gov,10,Craft-repair,Male,5178,0,40,high
27,Private,9,Adm-clerical,Female,0,0,20,low
41,Private,9,Craft-repair,Male,0,0,60,high
55,Private,9,Farming-fishing,Male,0,0,40,low
36,Private,13,Exec-managerial,Male,27828,0,40,high
50,Private,14,Exec-managerial,Male,15024,0,50,high
43,Private,12,Prof-specialty,Female,4650,0,40,low
48,Private,11,Other-service,Female,0,0,40,low
32,Private,11,Craft-repair,Male,0,0,50,low
51,Self-emp-inc,10,Exec-managerial,Female,0,0,50,low
26,Private,10,Exec-managerial,Female,0,0,40,low
30,Private,11,Sales,Male,0,0,45,high
30,Private,9,Craft-repair,Male,0,0,60,low
30,Private,9,Transport-moving,Male,0,0,50,low
35,Private,10,Craft-repair,Male,0,0,45,high
25,Private,13,Exec-managerial,Male,4650,0,45,low
20,?,7,?,Male,0,0,40,low
53,Local-gov,9,Craft-repair,Male,0,0,40,high
40,Private,9,Craft-repair,Female,0,0,40,low
65,Private,13,Prof-specialty,Male,6723,0,40,low
22,Private,10,Sales,Female,0,0,30,low
29,Private,13,Handlers-cleaners,Male,0,0,40,low
62,Self-emp-inc,13,Sales,Male,99999,0,40,high
38,Self-emp-inc,10,Exec-managerial,Male,0,0,45,low
37,Local-gov,9,Adm-clerical,Female,0,0,40,low
19,Private,9,Machine-op-inspct,Male,0,0,40,low
21,Private,10,Sales,Male,0,0,20,low
65,Local-gov,8,Exec-managerial,Male,2009,0,44,low
46,Private,9,Tech-support,Female,0,0,30,low
48,Self-emp-not-inc,16,Prof-specialty,Female,0,0,60,high
32,Private,9,Adm-clerical,Female,0,0,40,low
39,Private,13,Exec-managerial,Male,0,0,45,low
28,Private,14,Adm-clerical,Male,0,0,50,low
28,Private,13,Exec-managerial,Female,0,0,45,low
48,Private,10,Exec-managerial,Male,0,0,60,high
30,Private,13,Sales,Male,0,0,55,low
30,Private,9,Transport-moving,Male,0,0,40,low
32,Private,13,Exec-managerial,Female,0,1902,44,high
22,?,10,?,Male,0,0,25,low
40,Private,9,Other-service,Female,0,0,40,low
63,?,9,?,Male,0,0,40,low
31,Private,11,Handlers-cleaners,Female,0,0,40,low
46,Private,14,Prof-specialty,Male,0,0,35,high
41,Local-gov,10,Handlers-cleaners,Male,0,0,40,low
20,State-gov,10,Handlers-cleaners,Male,0,0,15,low
32,Private,13,Sales,Male,15024,0,50,high
33,Private,6,Machine-op-inspct,Male,0,0,40,low
33,State-gov,13,Prof-specialty,Male,0,0,15,low
69,Private,9,Adm-clerical,Male,0,0,36,low
90,Private,13,Exec-managerial,Female,0,0,40,high
24,Private,13,Exec-managerial,Male,0,0,40,low
28,Self-emp-not-inc,9,Other-service,Female,0,0,28,low
40,Private,10,Craft-repair,Male,0,0,50,low
36,Private,13,Sales,Male,0,0,40,high
35,Private,8,Farming-fishing,Male,0,0,20,low
37,Private,9,Machine-op-inspct,Male,0,0,40,high
47,Private,10,Prof-specialty,Male,0,0,70,low
27,Private,10,Adm-clerical,Male,2829,0,40,low
20,Private,9,Adm-clerical,Female,0,0,30,low
32,Private,13,Prof-specialty,Male,7298,0,50,high
19,?,8,?,Male,0,0,28,low
31,Private,3,Handlers-cleaners,Male,0,0,40,low
27,Private,9,Adm-clerical,Female,0,0,40,low
41,Local-gov,11,Prof-specialty,Female,0,0,40,low
30,Private,10,Other-service,Female,0,0,40,low
50,Private,9,Transport-moving,Male,0,0,40,high
43,Private,9,Transport-moving,Female,0,0,44,low
56,Self-emp-not-inc,10,Craft-repair,Male,0,0,60,low
57,Federal-gov,9,Adm-clerical,Female,0,0,40,low
43,Private,13,Exec-managerial,Male,0,0,35,low
31,Private,13,Sales,Female,0,1380,40,low
46,Private,10,Exec-managerial,Female,0,0,40,low
23,Private,9,Adm-clerical,Female,0,0,40,low
29,Private,13,Exec-managerial,Female,0,2057,35,low
47,Private,14,Exec-managerial,Female,0,0,50,low
32,Local-gov,13,Prof-specialty,Female,0,0,35,high
34,State-gov,13,Prof-specialty,Male,4865,0,55,low
44,Private,11,Craft-repair,Male,0,0,48,high
27,Private,11,Craft-repair,Male,0,1740,40,low
72,Private,10,Protective-serv,Male,0,0,40,low
19,Private,10,Other-service,Female,0,0,18,low
56,Private,13,Sales,Male,0,0,40,high
40,Private,10,Other-service,Male,4787,0,50,high
48,Private,6,Exec-managerial,Male,0,0,45,high
43,Self-emp-not-inc,9,Farming-fishing,Male,0,0,50,low
34,Local-gov,10,Adm-clerical,Female,0,0,35,low
42,Private,14,Prof-specialty,Male,0,0,50,low
41,Private,9,Handlers-cleaners,Male,0,0,40,low
66,Federal-gov,11,Other-service,Female,3273,0,40,low
57,Private,6,Machine-op-inspct,Male,0,0,48,low
28,Private,14,Prof-specialty,Male,0,0,40,high
36,Private,13,Adm-clerical,Female,0,0,17,low
35,Private,13,Prof-specialty,Male,5013,0,40,low
33,Private,9,Other-service,Female,0,0,40,low
19,Private,9,Sales,Female,0,0,30,low
24,Self-emp-not-inc,10,Sales,Male,0,0,40,low
39,Self-emp-inc,10,Prof-specialty,Male,0,0,40,high
53,Self-emp-inc,9,Sales,Male,0,0,72,high
18,Private,7,Handlers-cleaners,Male,0,0,12,low
21,Private,10,Exec-managerial,Male,2463,0,50,low
17,?,6,?,Female,0,0,20,low
27,Private,9,Adm-clerical,Female,0,0,45,low
17,Private,7,Adm-clerical,Female,0,0,32,low
52,Private,10,Transport-moving,Male,0,0,84,low
36,Private,9,Transport-moving,Male,0,0,45,low
34,Private,10,Other-service,Male,0,0,63,low
18,Private,9,Other-service,Female,0,0,28,low
52,Private,13,Exec-managerial,Male,0,0,50,low
46,Private,2,Other-service,Female,0,0,30,low
36,Self-emp-not-inc,9,Farming-fishing,Male,0,0,60,low
29,Private,13,Exec-managerial,Male,0,0,40,low
27,Private,12,Adm-clerical,Male,0,0,40,low
66,Private,10,Prof-specialty,Female,0,0,40,high
18,Private,9,Exec-managerial,Female,0,0,40,low
51,Private,14,Protective-serv,Male,0,1977,40,high
57,Private,13,Adm-clerical,Female,0,0,40,low
38,Private,14,Adm-clerical,Female,0,0,40,low
27,Private,9,Craft-repair,Male,0,0,40,low
49,Private,9,Craft-repair,Male,0,0,45,high
52,Federal-gov,9,Adm-clerical,Female,0,0,43,low
58,Private,6,Transport-moving,Male,0,0,40,high
29,Local-gov,12,Other-service,Female,0,0,13,low
40,Self-emp-not-inc,14,Sales,Male,0,0,60,low
24,Private,13,Sales,Male,0,0,40,low
30,Private,15,Prof-specialty,Male,0,0,50,high
17,Private,6,Handlers-cleaners,Male,0,0,20,low
53,Private,12,Exec-managerial,Male,15024,0,40,high
42,Private,11,Exec-managerial,Female,7298,0,35,high
20,Private,10,Prof-specialty,Female,0,0,25,low
28,Private,10,Exec-managerial,Female,0,0,40,low
41,Self-emp-inc,13,Prof-specialty,Female,0,0,40,low
23,?,9,?,Male,0,0,40,low
69,State-gov,9,Other-service,Male,0,0,20,low
50,Private,14,Sales,Female,0,1590,45,low
39,Private,9,Transport-moving,Male,0,1887,40,high
29,State-gov,9,Other-service,Male,0,0,40,low
26,Private,10,Sales,Male,0,0,50,low
31,Self-emp-not-inc,14,Prof-specialty,Male,0,1590,60,low
28,Private,9,Craft-repair,Male,0,0,40,low
57,Federal-gov,9,Adm-clerical,Female,0,0,40,low
35,Private,9,Other-service,Female,0,0,40,high
45,Self-emp-not-inc,9,Craft-repair,Male,0,0,60,low
53,Private,10,Sales,Female,0,0,30,low
