Ownership Type,County,City,Province,Postcode,Timezone,area_code,Latitude,Longitude
Joint Venture,闸北区,上海市,31,200000,GMT+08:00 Asia/Beijing,,31.3,121.44
Joint Venture,浦东新区,上海市,31,200100,GMT+08:00 Asia/Beijing,50482915,31.31,121.61
Joint Venture,上海市嘉定区,上海市,31,201800,GMT+08:00 Asia/Beijing,,31.35,121.26
Joint Venture,闸北区,上海市,31,200000,GMT+08:00 Asia/Beijing,,31.25,121.46
Joint Venture,上海市静安区,上海市,31,200000,GMT+08:00 Asia/Beijing,,31.28,121.44
Joint Venture,浦东新区,上海市,31,200100,GMT+08:00 Asia/Beijing,021,31.24,121.51
Joint Venture,上海市静安区,上海市,31,200000,GMT+08:00 Asia/Beijing,,31.3,121.46
Joint Venture,徐汇区,上海市,31,200000,GMT+08:00 Asia/Beijing,021,31.22,121.46
Joint Venture,普陀区,上海市,31,200300,GMT+08:00 Asia/Beijing,,31.22,121.4
Joint Venture,浦东新区,上海市,31,200100,GMT+08:00 Asia/Beijing,021,31.23,121.56
Joint Venture,奉贤区,上海市,31,201400,GMT+08:00 Asia/Beijing,,30.94,121.46
Joint Venture,普陀区,上海市,31,200300,GMT+08:00 Asia/Beijing,021,31.24,121.38
Joint Venture,黄浦区,上海市,31,200000,GMT+08:00 Asia/Beijing,021,31.23,121.49
Joint Venture,闵行区七莘路1855号1楼101单元,上海市,31,201100,GMT+08:00 Asia/Beijing,,31.14,121.36
Joint Venture,上海市徐汇区,上海市,31,200000,GMT+08:00 Asia/Beijing,,31.2,121.44
Joint Venture,宝山区,上海市,31,201900,GMT+08:00 Asia/Beijing,,31.32,121.39
Joint Venture,浦东新区,上海市,31,200100,GMT+08:00 Asia/Beijing,,31.23,121.52
Joint Venture,黄浦区,上海市,31,200000,GMT+08:00 Asia/Beijing,021,31.23,121.47
Joint Venture,浦东新区,上海市,31,200100,GMT+08:00 Asia/Beijing,021,31.15,121.56
Joint Venture,宝山区,上海市,31,201900,GMT+08:00 Asia/Beijing,,31.4,121.51
Joint Venture,杨浦区,上海市,31,200000,GMT+08:00 Asia/Beijing,,31.26,121.52
Joint Venture,板泉路1273号、1275号、1271号-1,上海市,31,200100,GMT+08:00 Asia/Beijing,,31.16,121.51
Joint Venture,黄浦区,上海市,31,200000,GMT+08:00 Asia/Beijing,,31.21,121.49
Joint Venture,虹口区,上海市,31,200000,GMT+08:00 Asia/Beijing,,31.25,121.51
Joint Venture,上海市闵行区,上海市,31,201100,GMT+08:00 Asia/Beijing,,31.19,121.31
Joint Venture,上海市杨浦区,上海市,31,200000,GMT+08:00 Asia/Beijing,,31.29,121.52
Joint Venture,普陀区,上海市,31,200300,GMT+08:00 Asia/Beijing,021,31.23,121.38
Joint Venture,静安区,上海市,31,200000,GMT+08:00 Asia/Beijing,,31.23,121.46
Joint Venture,杨浦区,上海市,31,200000,GMT+08:00 Asia/Beijing,021,31.3,121.52
Joint Venture,上海市黄浦区,上海市,31,200000,GMT+08:00 Asia/Beijing,,31.22,121.47
Joint Venture,浦东新区,上海市,31,200100,GMT+08:00 Asia/Beijing,021,31.22,121.53
Joint Venture,卢湾区,上海市,31,200000,GMT+08:00 Asia/Beijing,021,31.22,121.46
Joint Venture,黄浦区,上海市,31,200000,GMT+08:00 Asia/Beijing,021,31.24,121.48
Joint Venture,长宁区,上海市,31,200000,GMT+08:00 Asia/Beijing,,31.21,121.39
Joint Venture,浦东新区,上海市,31,200100,GMT+08:00 Asia/Beijing,021,31.23,121.5
Joint Venture,嘉定区,上海市,31,201800,GMT+08:00 Asia/Beijing,,31.35,121.26
Joint Venture,浦东新区,上海市,31,200100,GMT+08:00 Asia/Beijing,021,31.24,121.5
Joint Venture,长宁区,上海市,31,200000,GMT+08:00 Asia/Beijing,,31.21,121.42
Joint Venture,宝山区,上海市,31,201900,GMT+08:00 Asia/Beijing,,31.33,121.44
Joint Venture,上海市长宁区,上海市,31,200000,GMT+08:00 Asia/Beijing,,31.22,121.44
Joint Venture,宝山区,上海市,31,201900,GMT+08:00 Asia/Beijing,,31.36,121.37
Joint Venture,上海市徐汇区,上海市,31,200000,GMT+08:00 Asia/Beijing,,31.14,121.45
Joint Venture,徐汇区,上海市,31,200000,GMT+08:00 Asia/Beijing,021,31.16,121.4
Joint Venture,黄浦区,上海市,31,200000,GMT+08:00 Asia/Beijing,021,31.23,121.48
Joint Venture,虹口区,上海市,31,200000,GMT+08:00 Asia/Beijing,021,31.25,121.49
Joint Venture,浦东区,上海市,31,200300,GMT+08:00 Asia/Beijing,021,31.24,121.51
Joint Venture,松江区,上海市,31,201600,GMT+08:00 Asia/Beijing,021,31.04,121.22
Joint Venture,长宁区,上海市,31,200000,GMT+08:00 Asia/Beijing,021,31.19,121.33
Joint Venture,上海市闵行区,上海市,31,201100,GMT+08:00 Asia/Beijing,,31.03,121.39
Joint Venture,浦东新区,上海市,31,200100,GMT+08:00 Asia/Beijing,021,31.24,121.5
Joint Venture,黄浦区,上海市,31,200000,GMT+08:00 Asia/Beijing,021,31.23,121.48
Joint Venture,上海市嘉定区,上海市,31,201800,GMT+08:00 Asia/Beijing,,31.39,121.28
Joint Venture,长宁区,上海市,31,200000,GMT+08:00 Asia/Beijing,,31.22,121.41
Joint Venture,浦东新区,上海市,31,200100,GMT+08:00 Asia/Beijing,021,31.19,121.49
Joint Venture,长宁区,上海市,31,200000,GMT+08:00 Asia/Beijing,,31.19,121.35
Joint Venture,浦东新区,上海市,31,200100,GMT+08:00 Asia/Beijing,021,31.22,121.53
Joint Venture,浦东新区,上海市,31,200100,GMT+08:00 Asia/Beijing,,31.18,121.49
Joint Venture,黄浦区,上海市,31,200000,GMT+08:00 Asia/Beijing,021,31.22,121.46
Joint Venture,宁区金钟路968号,上海市,31,200000,GMT+08:00 Asia/Beijing,,31.22,121.35
Joint Venture,长宁区,上海市,31,200000,GMT+08:00 Asia/Beijing,021,31.22,121.42
Joint Venture,闵行区,上海市,31,201100,GMT+08:00 Asia/Beijing,021,31.16,121.35
Joint Venture,黄浦区,上海市,31,200000,GMT+08:00 Asia/Beijing,,31.22,121.5
Joint Venture,长宁区,上海市,31,200000,GMT+08:00 Asia/Beijing,021,31.21,121.4
Joint Venture,上海市静安区,上海市,31,200000,GMT+08:00 Asia/Beijing,,31.22,121.44
Joint Venture,浦东新区,上海市,31,200100,GMT+08:00 Asia/Beijing,,31.34,121.59
Joint Venture,上海市徐汇区,上海市,31,200000,GMT+08:00 Asia/Beijing,,31.2,121.43
Joint Venture,长宁区,上海市,31,200000,GMT+08:00 Asia/Beijing,021,31.2,121.4
Joint Venture,松江大学城文汇路商业街,上海市,31,201600,GMT+08:00 Asia/Beijing,,31.05,121.22
Joint Venture,松江区,上海市,31,201600,GMT+08:00 Asia/Beijing,,31.04,121.22
Joint Venture,松江区,上海市,31,201600,GMT+08:00 Asia/Beijing,,31.15,121.32
Joint Venture,静安区,上海市,31,200000,GMT+08:00 Asia/Beijing,021,31.23,121.46
Joint Venture,浦东新区启航路900号,上海市,31,200100,GMT+08:00 Asia/Beijing,,31.15,121.81
Joint Venture,浦东新区,上海市,31,200100,GMT+08:00 Asia/Beijing,021,31.35,121.59
Joint Venture,黄浦区,上海市,31,200000,GMT+08:00 Asia/Beijing,,31.22,121.48
Joint Venture,长宁区,上海市,31,200000,GMT+08:00 Asia/Beijing,021,31.19,121.32
Joint Venture,黄浦区,上海市,31,200000,GMT+08:00 Asia/Beijing,021,31.23,121.48
Joint Venture,浦东新区,上海市,31,200100,GMT+08:00 Asia/Beijing,,31.21,121.56
Joint Venture,青浦区,上海市,31,201700,GMT+08:00 Asia/Beijing,,31.15,121.11
Joint Venture,黄浦区,上海市,31,200000,GMT+08:00 Asia/Beijing,021,31.23,121.48
Joint Venture,上海市浦东新区,上海市,31,200100,GMT+08:00 Asia/Beijing,,31.23,121.53
Joint Venture,奉贤区,上海市,31,201400,GMT+08:00 Asia/Beijing,021,30.92,121.48
Joint Venture,嘉定区,上海市,31,201800,GMT+08:00 Asia/Beijing,,31.29,121.19
Joint Venture,上海市徐汇区,上海市,31,200000,GMT+08:00 Asia/Beijing,,31.2,121.42
Joint Venture,上海市浦东新区,上海市,31,200100,GMT+08:00 Asia/Beijing,,31.27,121.61
Joint Venture,上海市浦东新区,上海市,31,200100,GMT+08:00 Asia/Beijing,,31.13,121.61
Joint Venture,静安区,上海市,31,200000,GMT+08:00 Asia/Beijing,021,31.23,121.46
Joint Venture,静安区,上海市,31,200000,GMT+08:00 Asia/Beijing,021,31.23,121.45
Joint Venture,卢湾区,上海市,31,200000,GMT+08:00 Asia/Beijing,021,31.21,121.45
Joint Venture,杨浦区,上海市,31,200000,GMT+08:00 Asia/Beijing,,31.28,121.52
Joint Venture,普陀区,上海市,31,200300,GMT+08:00 Asia/Beijing,021,31.24,121.44
Joint Venture,上海市黄浦区,上海市,31,200000,GMT+08:00 Asia/Beijing,021,31.23,121.48
Joint Venture,闸北区寿阳路99弄24号S101A室,上海市,31,200000,GMT+08:00 Asia/Beijing,,31.3,121.46
Joint Venture,上海市浦东新区,上海市,31,200100,GMT+08:00 Asia/Beijing,,31.17,121.5
Joint Venture,嘉定区,上海市,31,201800,GMT+08:00 Asia/Beijing,,31.26,121.37
Joint Venture,静安区,上海市,31,200000,GMT+08:00 Asia/Beijing,,31.22,121.45
Joint Venture,杨浦区国安路758弄,上海市,31,200000,GMT+08:00 Asia/Beijing,,31.32,121.5
Joint Venture,虹口区,上海市,31,200000,GMT+08:00 Asia/Beijing,021,31.27,121.48
Joint Venture,浦东新区张杨北路5770,上海市,31,200100,GMT+08:00 Asia/Beijing,,31.35,121.57
Joint Venture,杨浦区,上海市,31,200000,GMT+08:00 Asia/Beijing,,31.34,121.5
Joint Venture,黄浦区,上海市,31,200000,GMT+08:00 Asia/Beijing,021,31.23,121.49
Joint Venture,静安区,上海市,31,200000,GMT+08:00 Asia/Beijing,021,31.23,121.46
Joint Venture,上海市嘉定区,上海市,31,201800,GMT+08:00 Asia/Beijing,,31.27,121.17
Joint Venture,徐汇区,上海市,31,200000,GMT+08:00 Asia/Beijing,021,31.2,121.44
Joint Venture,浦东新区,上海市,31,200100,GMT+08:00 Asia/Beijing,,31.22,121.53
Joint Venture,静安区,上海市,31,200000,GMT+08:00 Asia/Beijing,01,31.23,121.46
Joint Venture,长宁区,上海市,31,200000,GMT+08:00 Asia/Beijing,021,31.2,121.42
Joint Venture,宝山区,上海市,31,201900,GMT+08:00 Asia/Beijing,021,31.32,121.45
Joint Venture,徐汇区,上海市,31,200000,GMT+08:00 Asia/Beijing,021,31.19,121.44
Joint Venture,虹口区,上海市,31,200000,GMT+08:00 Asia/Beijing,021,31.26,121.5
Joint Venture,松江区,上海市,31,201600,GMT+08:00 Asia/Beijing,021,31.0,121.23
Joint Venture,浦东新区,上海市,31,200100,GMT+08:00 Asia/Beijing,021,31.2,121.6
Joint Venture,长宁区,上海市,31,200000,GMT+08:00 Asia/Beijing,021,31.21,121.4
Joint Venture,浦东新区,上海市,31,200100,GMT+08:00 Asia/Beijing,021,31.24,121.5
Joint Venture,浦东新区,上海市,31,200100,GMT+08:00 Asia/Beijing,,31.16,121.67
Joint Venture,徐汇区,上海市,31,200000,GMT+08:00 Asia/Beijing,,31.13,121.43
Joint Venture,浦东新区,上海市,31,200100,GMT+08:00 Asia/Beijing,021,31.22,121.53
Joint Venture,长宁区,上海市,31,200000,GMT+08:00 Asia/Beijing,021,31.22,121.42
Joint Venture,浦东新区,上海市,31,200100,GMT+08:00 Asia/Beijing,021,31.28,121.61
Joint Venture,上海市浦东新区,上海市,31,200100,GMT+08:00 Asia/Beijing,,31.26,121.58
Joint Venture,上海市金山区,上海市,31,201500,GMT+08:00 Asia/Beijing,021,30.73,121.35
Joint Venture,徐汇区,上海市,31,200000,GMT+08:00 Asia/Beijing,021,31.15,121.43
Joint Venture,徐汇区,上海市,31,200000,GMT+08:00 Asia/Beijing,,31.19,121.46
Joint Venture,徐汇区,上海市,31,200000,GMT+08:00 Asia/Beijing,,31.18,121.42
Joint Venture,浦东新区,上海市,31,200100,GMT+08:00 Asia/Beijing,021,31.24,121.5
Joint Venture,上海市徐汇区,上海市,31,200000,GMT+08:00 Asia/Beijing,,31.22,121.46
Joint Venture,上海市长宁区,上海市,31,200000,GMT+08:00 Asia/Beijing,,31.21,121.39
Joint Venture,上海市黄浦区,上海市,31,200000,GMT+08:00 Asia/Beijing,,31.24,121.49
Joint Venture,上海市奉贤区,上海市,31,201400,GMT+08:00 Asia/Beijing,,30.92,121.49
Joint Venture,上海市闵行区,上海市,31,201100,GMT+08:00 Asia/Beijing,,31.16,121.36
Joint Venture,上海市普陀区丹巴路99号16-1室,上海市,31,201100,GMT+08:00 Asia/Beijing,,31.22,121.38
Joint Venture,徐汇区,上海市,31,200000,GMT+08:00 Asia/Beijing,,31.17,121.4
Joint Venture,徐汇区,上海市,31,200000,GMT+08:00 Asia/Beijing,021,31.17,121.4
Joint Venture,浦东新区,上海市,31,200100,GMT+08:00 Asia/Beijing,021,31.24,121.51
Joint Venture,徐汇区,上海市,31,200000,GMT+08:00 Asia/Beijing,021,31.2,121.44
Joint Venture,闸北区,上海市,31,200000,GMT+08:00 Asia/Beijing,021,31.25,121.45
Joint Venture,徐汇区吴中路52号104室,上海市,31,200000,GMT+08:00 Asia/Beijing,,31.19,121.42
Joint Venture,浦东新区金海路1000号,上海市,31,200100,GMT+08:00 Asia/Beijing,,31.26,121.62
Joint Venture,静安区秣陵路303号,上海市,31,200000,GMT+08:00 Asia/Beijing,,31.25,121.46
Joint Venture,松江区,上海市,31,201600,GMT+08:00 Asia/Beijing,,31.09,121.32
Joint Venture,黄浦区,上海市,31,200000,GMT+08:00 Asia/Beijing,021,31.21,121.47
Joint Venture,杨浦区,上海市,31,200000,GMT+08:00 Asia/Beijing,,31.27,121.53
Joint Venture,闵行区,上海市,31,201100,GMT+08:00 Asia/Beijing,,31.16,121.37
Joint Venture,杨浦区,上海市,31,200000,GMT+08:00 Asia/Beijing,021,31.3,121.51
Joint Venture,徐汇区,上海市,31,200000,GMT+08:00 Asia/Beijing,,31.17,121.43
Joint Venture,徐汇区,上海市,31,200000,GMT+08:00 Asia/Beijing,021,31.21,121.47
Joint Venture,普陀区,上海市,31,200300,GMT+08:00 Asia/Beijing,,31.23,121.38
Joint Venture,闵行区,上海市,31,201100,GMT+08:00 Asia/Beijing,,31.09,121.4
Joint Venture,徐汇区,上海市,31,200000,GMT+08:00 Asia/Beijing,021,31.18,121.44
Joint Venture,上海市浦东新区,上海市,31,200100,GMT+08:00 Asia/Beijing,,31.2,121.55
Joint Venture,上海市静安区,上海市,31,200000,GMT+08:00 Asia/Beijing,,31.23,121.45
Joint Venture,沪南公路8666弄16号,上海市,31,201300,GMT+08:00 Asia/Beijing,,31.03,121.69
Joint Venture,浦东新区,上海市,31,200100,GMT+08:00 Asia/Beijing,021,31.24,121.58
Joint Venture,闵行区,上海市,31,201100,GMT+08:00 Asia/Beijing,021,31.1,121.51
Joint Venture,徐汇区,上海市,31,200000,GMT+08:00 Asia/Beijing,,31.19,121.46
Joint Venture,宝山区,上海市,31,201900,GMT+08:00 Asia/Beijing,021,31.32,121.45
Joint Venture,松江区,上海市,31,201600,GMT+08:00 Asia/Beijing,,31.06,121.24
Joint Venture,黄浦区,上海市,31,200000,GMT+08:00 Asia/Beijing,021,31.23,121.48
Joint Venture,闵行区,上海市,31,201100,GMT+08:00 Asia/Beijing,021,31.15,121.4
Joint Venture,闵行区,上海市,31,201100,GMT+08:00 Asia/Beijing,,31.19,121.32
Joint Venture,上海市松江区,上海市,31,201600,GMT+08:00 Asia/Beijing,,31.1,121.35
Joint Venture,嘉定区,上海市,31,201800,GMT+08:00 Asia/Beijing,021,31.24,121.32
Joint Venture,黄浦区,上海市,31,200000,GMT+08:00 Asia/Beijing,021,31.21,121.48
Joint Venture,上海市杨浦区,上海市,31,200000,GMT+08:00 Asia/Beijing,,31.29,121.51
Joint Venture,宝山区,上海市,31,201900,GMT+08:00 Asia/Beijing,,31.35,121.37
Joint Venture,徐汇区,上海市,31,200000,GMT+08:00 Asia/Beijing,021,31.16,121.4
Joint Venture,上海市普陀区,上海市,31,200300,GMT+08:00 Asia/Beijing,,31.24,121.45
Joint Venture,嘉定区,上海市,31,201800,GMT+08:00 Asia/Beijing,,31.29,121.32
Joint Venture,闸北区,上海市,31,200000,GMT+08:00 Asia/Beijing,,31.26,121.46
Joint Venture,上海市长宁区,上海市,31,200000,GMT+08:00 Asia/Beijing,,31.21,121.4
Joint Venture,雁荡路99号,上海市,31,200000,GMT+08:00 Asia/Beijing,,31.22,121.47
Joint Venture,上海市虹口区,上海市,31,200000,GMT+08:00 Asia/Beijing,,31.26,121.51
Joint Venture,上海市徐汇区,上海市,31,200000,GMT+08:00 Asia/Beijing,,31.16,121.43
Joint Venture,宝山区纪蕰路320弄2号一层101室,上海市,31,201900,GMT+08:00 Asia/Beijing,,31.34,121.44
Joint Venture,闸北区,上海市,31,200000,GMT+08:00 Asia/Beijing,021,31.24,121.47
Joint Venture,上海市奉贤区,上海市,31,201400,GMT+08:00 Asia/Beijing,,30.91,121.46
Joint Venture,普陀区,上海市,31,200300,GMT+08:00 Asia/Beijing,021,31.23,121.43
Joint Venture,上海市杨浦区,上海市,31,200000,GMT+08:00 Asia/Beijing,,31.27,121.54
Joint Venture,徐汇区,上海市,31,200000,GMT+08:00 Asia/Beijing,021,31.19,121.46
Joint Venture,浦东新区,上海市,31,200100,GMT+08:00 Asia/Beijing,,31.24,121.68
Joint Venture,浦东新区,上海市,31,200100,GMT+08:00 Asia/Beijing,021,31.24,121.51
Joint Venture,上海市杨浦区,上海市,31,200000,GMT+08:00 Asia/Beijing,,31.33,121.51
Joint Venture,上海市黄浦区,上海市,31,200000,GMT+08:00 Asia/Beijing,,31.23,121.48
Joint Venture,静安区,上海市,31,200000,GMT+08:00 Asia/Beijing,,31.22,121.45
Joint Venture,闵行区,上海市,31,201100,GMT+08:00 Asia/Beijing,021,31.17,121.34
Joint Venture,卢湾区,上海市,31,200000,GMT+08:00 Asia/Beijing,021,31.22,121.47
Joint Venture,长宁区,上海市,31,200000,GMT+08:00 Asia/Beijing,,31.2,121.43
Joint Venture,上海市浦东新区,上海市,31,200100,GMT+08:00 Asia/Beijing,,31.12,121.58
Joint Venture,上海市普陀区,上海市,31,200300,GMT+08:00 Asia/Beijing,,31.23,121.41
Joint Venture,杨浦区,上海市,31,200000,GMT+08:00 Asia/Beijing,,31.32,121.52
Joint Venture,静安区,上海市,31,200000,GMT+08:00 Asia/Beijing,021,31.22,121.45
Joint Venture,长宁区,上海市,31,200000,GMT+08:00 Asia/Beijing,021,31.2,121.42
Joint Venture,上海市闵行区,上海市,31,201100,GMT+08:00 Asia/Beijing,,31.1,121.4
Joint Venture,黄浦区,上海市,31,200000,GMT+08:00 Asia/Beijing,,31.23,121.5
Joint Venture,浦东新区,上海市,31,200100,GMT+08:00 Asia/Beijing,,31.2,121.77
Joint Venture,杨浦区,上海市,31,200000,GMT+08:00 Asia/Beijing,021,31.27,121.56
Joint Venture,普陀区,上海市,31,200300,GMT+08:00 Asia/Beijing,,31.24,121.44
Joint Venture,黄浦区,上海市,31,200000,GMT+08:00 Asia/Beijing,021,31.24,121.47
Joint Venture,上海市闵行区,上海市,31,201100,GMT+08:00 Asia/Beijing,,31.16,121.35
Joint Venture,浦东新区,上海市,31,200100,GMT+08:00 Asia/Beijing,,31.05,121.76
Joint Venture,上海市松江区,上海市,31,201600,GMT+08:00 Asia/Beijing,,31.02,121.23
Joint Venture,徐汇区天钥桥路1188号,上海市,31,200000,GMT+08:00 Asia/Beijing,,31.17,121.45
Joint Venture,杨浦区,上海市,31,200000,GMT+08:00 Asia/Beijing,,31.26,121.51
Joint Venture,徐汇区,上海市,31,200000,GMT+08:00 Asia/Beijing,021,31.22,121.45
Joint Venture,浦东新区张杨路1553号,上海市,31,200100,GMT+08:00 Asia/Beijing,,31.23,121.54
Joint Venture,长宁区,上海市,31,200000,GMT+08:00 Asia/Beijing,,31.22,121.36
Joint Venture,静安区,上海市,31,200000,GMT+08:00 Asia/Beijing,021,31.23,121.46
Joint Venture,宝山区,上海市,31,201900,GMT+08:00 Asia/Beijing,021,31.27,121.41
Joint Venture,嘉定区,上海市,31,201800,GMT+08:00 Asia/Beijing,021,31.26,121.34
Joint Venture,徐汇区,上海市,31,200000,GMT+08:00 Asia/Beijing,021,31.19,121.44
Joint Venture,上海市徐汇区,上海市,31,200000,GMT+08:00 Asia/Beijing,,31.18,121.43
Joint Venture,黄浦区,上海市,31,200000,GMT+08:00 Asia/Beijing,021,31.24,121.48
Joint Venture,黄浦区,上海市,31,200000,GMT+08:00 Asia/Beijing,,31.24,121.49
Joint Venture,黄浦区,上海市,31,200000,GMT+08:00 Asia/Beijing,021,31.2,121.46
Joint Venture,长宁区,上海市,31,200000,GMT+08:00 Asia/Beijing,021,31.21,121.43
Joint Venture,长宁区,上海市,31,200000,GMT+08:00 Asia/Beijing,,31.19,121.33
Joint Venture,闵行区,上海市,31,201100,GMT+08:00 Asia/Beijing,,31.17,121.38
Joint Venture,闵行区,上海市,31,201100,GMT+08:00 Asia/Beijing,,31.09,121.39
Joint Venture,上海市徐汇区,上海市,31,200000,GMT+08:00 Asia/Beijing,,31.18,121.42
Joint Venture,徐汇区,上海市,31,200000,GMT+08:00 Asia/Beijing,021,31.19,121.44
Joint Venture,上海市杨浦区,上海市,31,200000,GMT+08:00 Asia/Beijing,,31.29,121.54
Joint Venture,浦东新区,上海市,31,200100,GMT+08:00 Asia/Beijing,,31.26,121.59
Joint Venture,徐汇区,上海市,31,200000,GMT+08:00 Asia/Beijing,,31.2,121.45
Joint Venture,长宁区,上海市,31,200000,GMT+08:00 Asia/Beijing,,31.21,121.4
Joint Venture,闵行区,上海市,31,201100,GMT+08:00 Asia/Beijing,,31.15,121.39
Joint Venture,长宁区,上海市,31,200000,GMT+08:00 Asia/Beijing,,31.21,121.4
Joint Venture,嘉定区,上海市,31,201800,GMT+08:00 Asia/Beijing,021,31.29,121.22
Joint Venture,闵行区,上海市,31,201100,GMT+08:00 Asia/Beijing,021,31.11,121.38
Joint Venture,上海市宝山区,上海市,31,201900,GMT+08:00 Asia/Beijing,,31.32,121.38
Joint Venture,长宁区,上海市,31,200000,GMT+08:00 Asia/Beijing,,31.21,121.41
Joint Venture,浦东新区申江路1500号,上海市,31,200100,GMT+08:00 Asia/Beijing,,31.28,121.62
Joint Venture,浦东新区,上海市,31,200100,GMT+08:00 Asia/Beijing,,31.23,121.52
Joint Venture,长宁区,上海市,31,200000,GMT+08:00 Asia/Beijing,021,31.19,121.33
Joint Venture,普陀区,上海市,31,200300,GMT+08:00 Asia/Beijing,021,31.25,121.44
Joint Venture,闵行区,上海市,31,201100,GMT+08:00 Asia/Beijing,021,31.1,121.41
Joint Venture,虹口区,上海市,31,200000,GMT+08:00 Asia/Beijing,021,31.24,121.49
Joint Venture,浦东新区,上海市,31,200100,GMT+08:00 Asia/Beijing,021,31.24,121.52
Joint Venture,闸北区,上海市,31,200000,GMT+08:00 Asia/Beijing,021,31.27,121.45
Joint Venture,闵行区,上海市,31,201100,GMT+08:00 Asia/Beijing,021,31.11,121.39
Joint Venture,浦东新区,上海市,31,200100,GMT+08:00 Asia/Beijing,021,31.23,121.52
Joint Venture,上海市虹口区,上海市,31,200000,GMT+08:00 Asia/Beijing,,31.29,121.49
Joint Venture,普陀区,上海市,31,200300,GMT+08:00 Asia/Beijing,021,31.24,121.42
Joint Venture,上海市静安区,上海市,31,200000,GMT+08:00 Asia/Beijing,,31.25,121.47
Joint Venture,浦东新区,上海市,31,200100,GMT+08:00 Asia/Beijing,021,31.22,121.53
Joint Venture,黄浦区,上海市,31,200000,GMT+08:00 Asia/Beijing,021,31.23,121.47
Joint Venture,长宁区,上海市,31,200000,GMT+08:00 Asia/Beijing,,31.22,121.37
Joint Venture,浦东新区,上海市,31,200100,GMT+08:00 Asia/Beijing,021,31.2,121.59
Joint Venture,上海市宝山区,上海市,31,201900,GMT+08:00 Asia/Beijing,,31.37,121.44
Joint Venture,闸北区,上海市,31,200000,GMT+08:00 Asia/Beijing,021,31.28,121.45
Joint Venture,黄浦区,上海市,31,200000,GMT+08:00 Asia/Beijing,021,31.22,121.48
Joint Venture,卢湾区,上海市,31,200000,GMT+08:00 Asia/Beijing,021,31.21,121.48
Joint Venture,徐汇区,上海市,31,200000,GMT+08:00 Asia/Beijing,,31.2,121.44
Joint Venture,嘉定区,上海市,31,201800,GMT+08:00 Asia/Beijing,021,31.38,121.26
Joint Venture,浦东新区,上海市,31,200100,GMT+08:00 Asia/Beijing,,31.26,121.61
Joint Venture,浦东新区,上海市,31,200100,GMT+08:00 Asia/Beijing,,31.23,121.55
Joint Venture,上海市黄浦区,上海市,31,200000,GMT+08:00 Asia/Beijing,,31.2,121.48
Joint Venture,黄浦区,上海市,31,200000,GMT+08:00 Asia/Beijing,021,31.24,121.48
Joint Venture,徐汇区,上海市,31,200000,GMT+08:00 Asia/Beijing,021,31.18,121.44
Joint Venture,浦东新区,上海市,31,200100,GMT+08:00 Asia/Beijing,,31.31,121.59
Joint Venture,上海市杨浦区,上海市,31,200000,GMT+08:00 Asia/Beijing,,31.3,121.52
Joint Venture,浦东新区浦,上海市,31,200100,GMT+08:00 Asia/Beijing,021,31.15,121.81
Joint Venture,长宁区,上海市,31,200000,GMT+08:00 Asia/Beijing,021,31.21,121.41
Joint Venture,上海市杨浦区,上海市,31,200000,GMT+08:00 Asia/Beijing,,31.3,121.53
Joint Venture,黄浦区,上海市,31,200000,GMT+08:00 Asia/Beijing,021,31.24,121.48
Joint Venture,上海市黄浦区,上海市,31,200000,GMT+08:00 Asia/Beijing,,31.23,121.47
Joint Venture,浦东新区,上海市,31,200100,GMT+08:00 Asia/Beijing,021,31.23,121.52
Joint Venture,浦东新区,上海市,31,200100,GMT+08:00 Asia/Beijing,021,31.24,121.5
Joint Venture,黄浦区,上海市,31,200000,GMT+08:00 Asia/Beijing,021,31.23,121.47
Joint Venture,上海市浦东新区,上海市,31,200100,GMT+08:00 Asia/Beijing,,31.15,121.81
Joint Venture,杨浦区,上海市,31,200000,GMT+08:00 Asia/Beijing,,31.31,121.52
Joint Venture,黄浦区,上海市,31,200000,GMT+08:00 Asia/Beijing,021,31.23,121.48
Joint Venture,嘉定区,上海市,31,201800,GMT+08:00 Asia/Beijing,,31.31,121.32
Joint Venture,上海市杨浦区,上海市,31,200000,GMT+08:00 Asia/Beijing,,31.26,121.53
Joint Venture,虹口区,上海市,31,200000,GMT+08:00 Asia/Beijing,,31.27,121.48
Joint Venture,嘉定区,上海市,31,201800,GMT+08:00 Asia/Beijing,59961015,31.3,121.32
Joint Venture,杨浦区,上海市,31,200000,GMT+08:00 Asia/Beijing,,31.26,121.54
Joint Venture,杨浦区,上海市,31,200000,GMT+08:00 Asia/Beijing,,31.3,121.51
Joint Venture,闵行区,上海市,31,201100,GMT+08:00 Asia/Beijing,021,31.11,121.38
Joint Venture,长宁区,上海市,31,200000,GMT+08:00 Asia/Beijing,021,31.21,121.4
Joint Venture,宝山区蕴川路1555号1330、1331,上海市,31,201900,GMT+08:00 Asia/Beijing,,31.37,121.43
Joint Venture,长宁区,上海市,31,200000,GMT+08:00 Asia/Beijing,021,31.2,121.43
Joint Venture,长宁区,上海市,31,200000,GMT+08:00 Asia/Beijing,021,31.22,121.36
Joint Venture,静安区,上海市,31,200000,GMT+08:00 Asia/Beijing,021,31.23,121.44
Joint Venture,上海市黄浦区,上海市,31,200000,GMT+08:00 Asia/Beijing,,31.21,121.46
Joint Venture,徐汇区,上海市,31,200000,GMT+08:00 Asia/Beijing,021,31.18,121.41
